en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Mazionga	マハジオンガ	마하지온가	玛哈吉欧加	瑪哈吉歐加	Mazionga	Mazionga	Mazionga	Mazionga	Mazionga	Mazionga	Мазионга	Mazionga
Maziodyne	マハジオダイン	마하지오다인	玛哈吉欧达因	瑪哈吉歐達因	Maziodyne	Maziodyne	Maziodyne	Maziodyne	Maziodyne	Maziodyne	Мазиодин	Maziodyne
Thunder Reign	真理の雷	진리의 번개	真理之雷	真理之雷	Donnergrollen	Reino del trueno	Orage écrasant	Tuono prorompente	Rząd gromu	Reinado do Trovão	Власть грома	Gök Gürültüsü Saltanatı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Hama	ハマ	하마	哈玛	哈瑪	Hama	Hama	Hama	Hama	Hama	Hama	Хама	Hama
Hamaon	ハマオン	하마온	哈玛翁	哈瑪翁	Hamaon	Hamaon	Hamaon	Hamaon	Hamaon	Hamaon	Хамаон	Hamaon
Mahama	マハンマ	마한마	玛翰玛	瑪翰瑪	Mahama	Mahama	Mahama	Mahama	Mahama	Mahama	Махама	Mahama
Mahamaon	マハンマオン	마한마온	玛翰玛翁	瑪翰瑪翁	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Махамаон	Mahamon
Samsara	回転説法	회전설법	回转讲道	迴轉講道	Samsara	Samsara	Samsara	Samsara	Samsara	Samsara	Сансара	Samsara
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Kouha	コウハ	코우하	克哈	克哈	Kouha	Kouha	Kouha	Kouha	Kouha	Kouha	Куха	Kouha
Kouga	コウガ	코우가	克加	克加	Kouga	Kouga	Kouga	Kouga	Kouga	Kouga	Куга	Kouga
Kougaon	コウガオン	코우가온	克加翁	克加翁	Kougaon	Kougaon	Kougaon	Kougaon	Kougaon	Kougaon	Кугаон	Kougaon
Makouha	マハコウハ	마하코우하	玛哈克哈	瑪哈克哈	Makouha	Makouha	Makouha	Makouha	Makouha	Makouha	Макуха	Makouha
Makouga	マハコウガ	마하코우가	玛哈克加	瑪哈克加	Makouga	Makouga	Makouga	Makouga	Makouga	Makouga	Макуга	Makouga
Makougaon	マハコウガオン	마하코우가온	玛哈克加翁	瑪哈克加翁	Makougaon	Makougaon	Makougaon	Makougaon	Makougaon	Makougaon	Макугаон	Makougaon
Divine Judgment	神の審判	신의 심판	神之审判	神之審判	Himmlisches Urteil	Juicio divino	Jugement divin	Giudizio divino	Boski osąd	Julgamento Divino	Суд Божий	İlahi Muhakeme
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Mudo	ムド	무드	姆多	姆多	Mudo	Mudo	Mudo	Mudo	Mudo	Mudo	Мудо	Mudo
Mudoon	ムドオン	무드온	姆多翁	姆多翁	Mudoon	Mudoon	Mudoon	Mudoon	Mudoon	Mudoon	Мудоон	Mudoon
Mamudo	マハムド	마하무드	玛哈姆多	瑪哈姆多	Mamudo	Mamudo	Mamudo	Mamudo	Mamudo	Mamudo	Мамудо	Mamudo
Mamudoon	マハムドオン	마하무드온	玛哈姆多翁	瑪哈姆多翁	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Мамудоон	Mamudoon
Die For Me!	死んでくれる？	죽어 줄래?	可以为我而死吗？	可以為我而死嗎？	Stirb für mich!	¡Morid por mí!	Mort instantanée	Muori per me!	Zgiń dla mnie!	Morra por Mim!	Умри за меня!	Benim İçin Öl!
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Eiha	エイハ	에이하	耶哈	耶哈	Eiha	Eiha	Eiha	Eiha	Eiha	Eiha	Эйха	Eiha
Eiga	エイガ	에이가	耶加	耶加	Eiga	Eiga	Eiga	Eiga	Eiga	Eiga	Эйга	Eiga
Eigaon	エイガオン	에이가온	耶加翁	耶加翁	Eigaon	Eigaon	Eigaon	Eigaon	Eigaon	Eigaon	Эйгаон	Eigaon
Maeiha	マハエイハ	마하에이하	玛哈耶哈	瑪哈耶哈	Maeiha	Maeiha	Maeiha	Maeiha	Maeiha	Maeiha	Маэйха	Maeiha
Maeiga	マハエイガ	마하에이가	玛哈耶加	瑪哈耶加	Maeiga	Maeiga	Maeiga	Maeiga	Maeiga	Maeiga	Маэйга	Maeiga
Maeigaon	マハエイガオン	마하에이가온	玛哈耶加翁	瑪哈耶加翁	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Маэйгаон	Maeigaon
Demonic Decree	悪魔の審判	악마의 심판	恶魔审判	惡魔審判	Dämonen-Dekret	Decreto demoníaco	Décret démoniaque	Decreto demoniaco	Demoniczny dekret	Decreto Demoníaco	Дьявольский указ	Şeytani Hüküm
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Megido	メギド	메기도	米吉多	米吉多	Megido	Megido	Megido	Megido	Megido	Megido	Мегидо	Megido
Megidola	メギドラ	메기도라	米吉多拉	米吉多拉	Megidola	Megidola	Megidola	Megidola	Megidola	Megidola	Мегидола	Megidola
Megidolaon	メギドラオン	메기도라온	米吉多拉翁	米吉多拉翁	Megidolaon	Megidolaon	Megidolaon	Megidolaon	Megidolaon	Megidolaon	Мегидолаон	Megidolaon
Black Viper	漆黒の蛇	칠흑의 뱀	漆黑之蛇	漆黑之蛇	Schwarze Viper	Víbora negra	Vipère noire	Serpe nera	Czarna żmija	Víbora Negra	Черный аспид	Kara Engerek
Morning Star	明けの明星	새벽의 명성	拂晓明星	拂曉明星	Morgenstern	Lucero del alba	Étoile du matin	Stella del mattino	Gwiazda Zaranna	Estrela da Manhã	Зарница	Sabah Yıldızı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Poisma	ポイズマ	포이즈마	施毒术	波伊佐瑪	Poisma	Poisma	Poisma	Poisma	Poisma	Poisma	Пойсма	Zehirleyici
Poison Mist	ポイズンミスト	포이즌 미스트	毒雾	毒霧	Giftnebel	Neblina venenosa	Brume empoisonnée	Nebbia velenosa	Trująca mgła	Névoa Venenosa	Ядовитый туман	Zehir Sisi
Marin Karin	マリンカリン	마린카린	马琳卡琳	馬琳卡琳	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Марин Карин	Marin Karin
Sexy Dance	セクシーダンス	섹시 댄스	性感之舞	色誘之舞	Erotischer Tanz	Baile seductor	Danse sexy	Danza sexy	Seksowny taniec	Dança Sensual	Чарующий танец	Seksi Dans
Bewilder	ネコダマシ	네코다마시	欺敌奇招	嚇唬	Irreführen	Desconcertar	Désarroi	Sconcerto	Oszołomienie	Desnorteio	Запутывание	Hayrete Düşürme
Eerie Sound	フラッシュノイズ	플래시 노이즈	闪光噪声	急響雜音	Gruseliges Geräusch	Sonido espeluznante	Son inquiétant	Suono inquietante	Upiorny dźwięk	Som Lúgubre	Зловещий звук	Ürkütücü Ses
Pulinpa	プリンパ	프린파	普林帕	普林帕	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Пулинпа	Pulinpa
Tentarafoo	テンタラフー	텐타라후	颠塔拉弗	顛塔拉弗	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Тентарафу	Tentarafoo
Evil Touch	デビルタッチ	데빌 터치	恶魔之触	惡魔之觸	Furchtanflug	Toque maligno	Caresse du Mal	Tocco del male	Złowieszczy dotyk	Toque Maligno	Касание зла	Kötülük Dokunuşu
Evil Smile	デビルスマイル	데빌 스마일	恶魔微笑	惡魔微笑	Teuflisches Lächeln	Sonrisa maligna	Sourire du Mal	Ghigno crudele	Złowieszczy uśmiech	Sorriso Maligno	Злая усмешка	Kötülük Gülümsemesi
Provoke	バリゾーゴン	악담난무	恶毒咒骂	破口大罵	Provozieren	Provocar	Provocation	Provoca	Prowokacja	Provocação	Провокация	Kışkırtma
Infuriate	終末の予言	종말의 예언	终焉预言	末日預言	Wutausbruch	Enfurecer	Exaspération	Infuriare	Rozwścieczenie	Enfurecimento	Разъярение	Çileden Çıkarma
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Ghastly Wail	亡者の嘆き	망자의 탄식	亡者喟叹	亡者喟嘆	Grausiges Geheul	Lamento espectral	Gémissement sinistre	Urlo spettrale	Upiorny lament	Lamento Medonho	Жуткий вой	Korkunç Çığlık
Foul Breath	淀んだ吐息	무거운 한숨	污秽吐息	汙穢吐息	Stinkatem	Aliento fétido	Souffle fétide	Alito mefitico	Nieświeży oddech	Sopro Fétido	Зловоние	Ağız Kokusu
Stagnant Air	淀んだ空気	무거운 공기	污秽空气	汙穢空氣	Dicke Luft	Aire estancado	Air stagnant	Aria stagnante	Ciężkie powietrze	Ar Estagnado	Затхлый воздух	Durgun Hava
Life Drain	吸血	흡혈	吸血	吸血	Lebensentzug	Absorción de salud	Siphon vital	Risucchio vitale	Wyssanie życia	Dreno Vital	Кража жизни	Can Emme
Spirit Drain	吸魔	흡마	吸魔	吸魔	Geistesentzug	Absorción de espíritu	Siphon spirituel	Risucchio spirituale	Wyssanie ducha	Dreno Espiritual	Кража духа	Öz Emme
Virus Breath	ウィルスブレス	바이러스 브레스	病毒之息	病毒氣息	Virusatem	Aliento vírico	Souffle viral	Soffio pestilenziale	Wirusowe tchnienie	Sopro Virulento	Вздох болезни	Virüslü Nefes
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Power Slash	パワースラッシュ	파워 슬래시	威力斩击	威力斬擊	Krafthieb	Corte poderoso	Puissante taillade	Taglio potente	Potężne cięcie	Corte Poderoso	Силовой разрез	Etkili Kesik
Fatal End	デッドエンド	데드 엔드	死亡终结	死亡終結	Schlimmes Ende	Final fatídico	Fatalité	Finale tragico	Fatalny koniec	Final Fatal	Погибель	Ölümcül Son
Tempest Slash	五月雨斬り	장대비 베기	五月雨斩	五月雨斬	Sturmhieb	Corte tempestuoso	Incision tempétueuse	Attacco tempesta	Cięcie nawałnicy	Corte Tempestuoso	Громовой разрез	Şiddetli Kesik
Vacuum Slash	真空斬	진공참	真空斩	真空斬	Vakuumhieb	Corte succionador	Taillade néantine	Fendente del vuoto	Cięcie próżni	Corte do Vácuo	Пустотный разрез	Vakum Kesik
Blade of Fury	利剣乱舞	이검난무	利剑乱舞	利劍亂舞	Klinge des Zorns	Espada de furia	Lame furieuse	Lama dell'ira	Ostrze furii	Lâmina da Fúria	Клинок ярости	Gazap Kılıcı
Deathbound	デスバウンド	데스바운드	死亡界限	死亡界限	Todeswunsch	Portamuerte	Raid meurtrier	Attacco mortale	Pocałunek śmierci	Morte Certa	Тяга к смерти	Kaçınılmaz Ölüm
Brave Blade	ブレイブザッパー	브레이브 재퍼	勇气之击	勇氣之擊	Mutklinge	Filo valeroso	Lame du courage	Lama turbinante	Dzielne ostrze	Lâmina Valente	Смелый клинок	Cesur Kılıç
Vorpal Blade	空間殺法	공간살법	空间杀法	空間殺法	Vorpal-Klinge	Espada vorpal	Lame vorpale	Lama vorpal	Ostrze Vorpal	Lâmina Vorpal	Разящий клинок	Ölümcül Kılıç
Heaven's Blade	天軍の剣	천군의 검	天军之剑	天軍之劍	Himmelsklinge	Hoja celestial	Lame du paradis	Lama celeste	Ostrze niebios	Lâmina Celestial	Небесный клинок	Cennetin Kılıcı
Getsu-ei	月影	월영	月影	月影	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Гэцу-эи	Getsu-ei
Zan-ei	残影	잔영	残影	殘影	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Зан-эи	Zan-ei
Neuro Slash	ニューロクランチ	뉴로 크런치	神经碎断	神經休克	Neuro-Hieb	Neurocorte	Taillade mentale	Neurotaglio	Cięcie neuronowe	Corte Neural	Нейро-разрез	Sinir Kesici
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Bash	突撃	돌격	突击	突擊	Schlag	Arremetida	Agression	Affondo	Grzmotnięcie	Pancada	Тумак	Sert Vuruş
Assault Dive	アサルトダイブ	어설트 다이브	俯冲突击	俯衝突擊	Angriffssprung	Asalto	Attaque plongeon	Attacco in picchiata	Skok w przeciwnika	Assalto Repentino	Пикирование	Hücum Dalışı
Gigantic Fist	ギガンフィスト	기간 피스트	巨人铁拳	巨人鐵拳	Riesenfaust	Puño gigantesco	Poing titanesque	Pugno gargantuesco	Gigantyczna pięść	Punho Gigantesco	Титанов кулак	Devasa Yumruk
Swift Strike	電光石火	전광석화	电光石火	電光石火	Tempoangriff	Golpe veloz	Frappe éclair	Colpo fulmineo	Szybki cios	Golpe Veloz	Быстрый удар	Seri Vuruş
Herculean Strike	金剛発破	금강발파	金刚发破	金剛發破	Herkulestat	Golpe hercúleo	Frappe herculéenne	Esplosione Vajra	Uderzenie Herkulesa	Golpe Hercúleo	Гераклов удар	Herkül Vuruşu
Heat Wave	ヒートウェイブ	히트 웨이브	灼热波浪	灼熱波浪	Hitzewelle	Ola de calor	Onde brûlante	Ondata di caldo	Fala ciepła	Onda Térmica	Импульс жара	Isı Dalgası
God's Hand	ゴッドハンド	갓 핸드	神之手	神之手	Gotteshand	Mano de Dios	Main de Dieu	Mano di Dio	Ręka Boga	Mão Divina	Длань бога	Tanrı'nın Eli
Akasha Arts	アカシャアーツ	아카샤 아츠	虚无艺术	虛無藝術	Akasha-Künste	Artes etéreas	Arts de l'akasha	Arti akashiche	Sztuka Akashy	Arte Akáshica	Ремесло Акаши	Akasha Sanatı
Sonic Punch	ソニックパンチ	소닉 펀치	音速拳	音速拳	Schallschlag	Puño sónico	Poing sonique	Pugno sonico	Soniczne uderzenie	Soco Sônico	Звуковой пробой	Ses Yumruğu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Single Shot	シングルショット	싱글 샷	单次射击	單次射擊	Einzelschuss	Disparo	Tir unique	Colpo singolo	Pojedynczy strzał	Disparo Singular	Выстрел	Tek Vuruş
Holy Arrow	エンジェルアロー	엔젤 애로	天使之箭	天使之箭	Heiliger Pfeil	Flecha divina	Flèche sacrée	Freccia sacra	Święta strzała	Flecha Sagrada	Святая стрела	Kutsal Ok
Torrent Shot	ミリオンシュート	밀리언 슛	百万射击	百萬射擊	Sturzflutschuss	Disparo torrencial	Tir torrentiel	Fiumana di colpi	Ulewny strzał	Disparo Torrencial	Поток выстрелов	Şiddetli Vuruş
Vile Assault	マッドアサルト	매드 어설트	疯狂突击	瘋狂突擊	Fieser Angriff	Asalto vil	Assaut néfaste	Assalto ignobile	Podła napaść	Assalto Perverso	Гнусное нападение	Hain Saldırı
Arrow Rain	アローシャワー	애로 샤워	箭浴	箭浴	Pfeilregen	Lluvia de flechas	Pluie de flèches	Pioggia di frecce	Deszcz strzał	Chuva de Flechas	Дождь из стрел	Ok Yağmuru
Myriad Arrows	刹那五月雨撃	찰나 장대비 쏘기	刹那五月雨击	剎那五月雨擊	Endlose Pfeile	Mil flechas	Déluge de flèches	Miriade di frecce	Miriady strzał	Miríade de Flechas	Мириады стрел	Sayısız Ok
Cruel Attack	バスタアタック	버스터 어택	爆破攻击	破壞攻擊	Wütender Angriff	Ataque cruel	Attaque cruelle	Attacco cruento	Okrutny atak	Ataque Cruel	Жестокая атака	Zalim Saldırı
Primal Force	イノセントタック	이노센트 턱	纯真突刺	純真利劍	Urkraft	Fuerza primigenia	Force primale	Forza primordiale	Pierwotna moc	Força Primitiva	Первородная сила	Ana Güç
Pralaya	プララヤ	프라라야	大劫	大劫	Pralaya	Pralaya	Pralaya	Pralaya	Pralaya	Pralaia	Пралайя	Pralaya
Poison Arrow	ポイズンアロー	포이즌 애로	毒箭	毒箭	Giftpfeil	Flecha venenosa	Flèche empoisonnée	Freccia velenosa	Zatruta strzała	Flecha Venenosa	Ядовитая стрела	Zehirli Ok
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Dia	ディア	디아	迪亚	迪亞	Dia	Dia	Dia	Dia	Dia	Dia	Диа	Dia
Diarama	ディアラマ	디아라마	迪亚拉玛	迪亞拉瑪	Diarama	Diarama	Diarama	Diarama	Diarama	Diarama	Диарама	Diarama
Diarahan	ディアラハン	디아라한	迪亚拉翰	迪亞拉翰	Diarahan	Diarahan	Diarahan	Diarahan	Diarahan	Diarahan	Диарахан	Diarahan
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Media	メディア	메디아	梅迪亚	梅迪亞	Media	Media	Media	Media	Media	Media	Медиа	Media
Mediarama	メディラマ	메디라마	梅迪拉玛	梅迪拉瑪	Mediarama	Mediarama	Mediarama	Mediarama	Mediarama	Mediarama	Медиарама	Mediarama
Mediarahan	メディアラハン	메디아라한	梅迪亚拉翰	梅迪亞拉翰	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Медиарахан	Mediarahan
Salvation	メシアライザー	메시아라이저	救世主之愈	救世主之癒	Erlösung	Salvación	Salut	Salvezza	Zbawienie	Salvação	Душеспасение	Kurtuluş
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Recarm	リカーム	리캄	利卡姆	利卡姆	Recarm	Recarm	Recarm	Recarm	Recarm	Recarm	Рекам	Recarm
Samarecarm	サマリカーム	사마리캄	萨玛利卡姆	薩瑪利卡姆	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Самарекам	Samarecarm
Recarmdra	リカームドラ	리캄드라	利卡姆多拉	利卡姆多拉	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Рекамдра	Recarmdra
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Patra	パトラ	파트라	帕特拉	帕特拉	Patra	Patra	Patra	Patra	Patra	Patra	Патра	Patra
Me Patra	メパトラ	메파트라	梅帕特拉	梅帕特拉	Me Patra	Me Patra	Me Patra	Me Patra	Me Patra	Me Patra	Ме Патра	Me Patra
Baisudi	バイスディ	바이스디	拜斯堤	拜斯堤	Baisudi	Baisudi	Baisudi	Baisudi	Baisudi	Baisudi	Байсуди	Baisudi
Mabaisudi	マハバイスディ	마하바이스디	玛哈拜斯堤	瑪哈拜斯堤	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Мабайсуди	Mabaisudi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amrita Shower	アムリタシャワー	암리타 샤워	甘露之雨	甘露之雨	Amritadusche	Lluvia de Amrita	Pluie d'Amrita	Pioggia di Amrita	Deszcz Amrita	Chuva de Amrita	Ручьи амриты	Amrita Yağmuru
