en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Coat of Eminence	至高のコート	지고의 코트	至高之大衣	至高的大衣	Mantel des Ansehens	Abrigo de la eminencia	Manteau d'éminence	Giacca dell'eminenza	Płaszcz renomy	Casaco da Eminência	Пальто преосвященства	İtibar Montu
Powered Suit	パワードスーツ	파워드 슈트	动力服	動力外骨骼	Kraftanzug	Traje potenciado	Tenue de puissance	Tuta potenziata	Zasilany garnitur	Terno Potencializado	Усиленный костюм	Güçlü Takım Elbise
Silver Plate	シルバープレート	실버 플레이트	白银板甲	白銀板甲	Silberplatte	Peto de plata	Cuirasse argentée	Corazza d'argento	Srebrna zbroja płytowa	Placa de Prata	Серебряная пластина	Gümüş Kaplama
Papal Robe	法王の衣	법황의 옷	教皇之衣	教皇之衣	Papal-Robe	Túnica papal	Robe papale	Veste papale	Papieskie szaty	Veste Papal	Папская ряса	Papa Elbisesi
Eternal Plate	悠久の鎧	영원의 갑옷	悠久之铠	悠久之鎧	Ewigkeitsplatte	Peto eterno	Cuirasse éternelle	Corazza eterna	Wieczna zbroja płytowa	Placa Eterna	Вековечная пластина	Ebedi Kaplama
Hallowed Plate	ジーザスガード	지저스 가드	人子护具	救世主護甲	Heilige Platte	Placa sacra	Cuirasse sainte	Corazza consacrata	Uświęcona zbroja płytowa	Placa Sacra	Освященный нагрудник	Kutsal Kaplama
Armor of Light	明星の鎧	명성의 갑옷	明星之铠	明星之鎧	Lichtrüstung	Armadura de luz	Armure de lumière	Armatura di luce	Pancerz światła	Armadura da Luz	Броня света	Işık Zırhı
Pixel Vest	ピクセルベスト	픽셀 베스트	像素背心	像素背心	Pixelweste	Chaleco retro	Gilet Pixel	Gilet pixel	Pikselowa kamizelka	Colete de Pixels	Пиксельный жилет	Piksel Yelek
Muscle Shirt	マッスルシャツ	머슬 셔츠	肌肉衬衫	肌肉襯衫	Muskelshirt	Camiseta de musculitos	T-shirt pour muscles	Maglia muscolosa	Koszula mięśniaka	Camisa Musculosa	Анатомическая футболка	Kaslı Tişört
Hothead Shirt	熱血シャツ	열혈 셔츠	热血衬衫	熱血襯衫	Hitzkopfhemd	Camiseta impulsiva	Chemise tête brûlée	Maglia testa calda	Koszula nerwusa	Camisa do Esquentado	Футболка заводилы	Sinirli Tişört
Slugger's Jacket	アンダースタジャン	언더 야구 점퍼	潮牌棒球服	安打運動外套	Schlägerjacke	Chaqueta de bateador	Veste de champion	Giacca da picchiatore	Kurtka sportowca	Jaqueta do Rebatedor	Куртка бейсболиста	Beyzbol Ceketi
Daft Jacket	クレイジージャケット	크레이지 재킷	疯狂夹克	狂野夾克	Alberne Jacke	Chaqueta ridícula	Veste loufoque	Giacca ridicola	Kurtka szaleńca	Jaqueta Besta	Куртка кутилы	Çılgın Ceket
Robe of Heresy	忘恩のローブ	망은의 로브	忘恩之长袍	忘恩的長袍	Robe der Häresie	Túnica del sacrilegio	Robe d'hérésie	Veste dell'eresia	Szata herezji	Manto da Heresia	Накидка ереси	Dalalet Elbisesi
Angel Armor	エンジェルアーマー	엔젤 아머	天使盔甲	天使鎧甲	Engelsrüstung	Armadura angelical	Armure d'ange	Armatura angelica	Pancerz anioła	Armadura de Anjo	Ангельская броня	Melek Zırhı
Ballistic Vest	バリスティックベスト	벌리스틱 베스트	防弹背心	防彈背心	Ballistische Weste	Chaleco antibalas	Gilet balistique	Giubbotto balistico	Kamizelka balistyczna	Colete Balístico	Баллистический жилет	Balistik Yelek
Hero's Cape	ヒーローマント	히어로 망토	英雄斗篷	英雄斗篷	Heldenumhang	Capa de héroe	Cape héroïque	Manto dell'eroe	Peleryna bohatera	Capa do Herói	Плащ героя	Kahraman Pelerini
Fiery Vest	情熱のベスト	정열의 베스트	热情背心	熱情背心	Feurige Weste	Chaleco abrasador	Gilet flamboyant	Gilet ardente	Ognista kamizelka	Colete Ardente	Огненный жилет	Ateşli Yelek
Water God Armor	水神の鎧	수신의 갑옷	水神之铠	水神之鎧	Wassergottrüstung	Armadura del dios del agua	Armure dieu de l'eau	Armatura del dio dell'acqua	Pancerz boga wody	Cota do Deus da Água	Броня бога воды	Su Tanrısı Zırhı
Stab-Proof Vest	防刃ジャケット	방검 재킷	防刃夹克	防刮夾克	Stichsichere Weste	Chaleco antipuñaladas	Gilet anti-poignard	Giubbotto anti-pugnalata	Kamizelka odporna na dźgnięcia	Colete Antiestocada	Непротыкаемый жилет	Kesiğe Dayanıklı Yelek
Sorcery Robe	まじないローブ	주술의 로브	咒语长袍	詛咒長袍	Zauberrobe	Túnica de hechicería	Robe magique	Veste occulta	Czarodziejska peleryna	Veste de Feitiçaria	Накидка волшебника	Büyücü Elbisesi
Plate Mail	プレートメイル	플레이트 메일	板金甲胄	板甲	Kettenplatte	Armadura de placas	Plastron	Armatura a piastre	Pancerz płytowy	Cota de Placa	Латный доспех	Kaplama Zırh
Bullfighter's Cape	闘牛士のマント	투우사의 망토	斗牛士斗篷	鬥牛士斗篷	Torero-Umhang	Capote de torero	Cape de torero	Manto del torero	Peleryna torreadora	Capa de Toureiro	Плащ тореадора	Matador Pelerini
Armada Bustier	アルマダビスチェ	아르마다 뷔스티에	无敌马甲	無敵馬甲	Armada-Bustier	Corsé de escuadra	Bustier de l'armada	Bustino dell'Armata	Gorset armady	Bustiê da Armada	Корсет армады	Donanma Büstiyeri
Adamant Armor	アダマントアーマー	아다만트 아머	精金盔甲	金剛石鎧甲	Diamantrüstung	Armadura adamantina	Armure inflexible	Armatura resistente	Adamantowy pancerz	Armadura Adamantina	Адамантовая броня	Sert Zırh
Elegant Scarf	風まといのスカーフ	바람을 두른 스카프	缠风领巾	纏風圍巾	Eleganter Schal	Bufanda elegante	Écharpe élégante	Sciarpa elegante	Elegancki szalik	Cachecol Elegante	Элегантный шарф	Şık Atkı
Anorak Parka	アノラックパーカー	아노락 파카	套头冲锋衣	防寒連帽衫	Anorak-Parka	Anorak	Anorak	Giacca a vento	Parka z kapturem	Parca	Куртка-анорак	Anorak Parka
Aramid Full Shell	ＫＪ式フルシェル	KJ식 풀 셸	ＫＪ式全覆盖保护壳	桐条式全殼層護甲	Aramid-Vollrüstung	Armazón de aramida	Armure totale aramide	Guscio aramidico	Aramidowa pełna skorupa	Casco de Aramida	Арамидная броня	Aramid Kabuk
Aramid Vest	ＫＪ式ボディベスト	KJ식 보디 베스트	ＫＪ式背心夹克	桐条式護身背心	Aramid-Weste	Chaleco de aramida	Gilet en aramide	Gilet aramidico	Aramidowa kamizelka	Colete de Aramida	Арамидный жилет	Aramid Yelek
Aramid Plate	ＫＪ式プレート	KJ식 플레이트	ＫＪ式板甲	桐条式板甲	Aramid-Platte	Placa de aramida	Cuirasse en aramide	Corazza aramidica	Aramidowa zbroja płytowa	Placa de Aramida	Арамидный нагрудник	Aramid Kaplama
Vest of Sorrow	落涙のボディベスト	낙루의 보디 베스트	落泪之背心夹克	落淚的護身背心	Weste der Trauer	Chaleco de la pena	Gilet de chagrin	Gilet della tristezza	Kamizelka smutku	Colete do Pesar	Жилет скорби	Hüzün Yeleği
Aramid Compound	ＫＪ式Ｗプレート	KJ식 W 플레이트	ＫＪ式双层板甲	桐条式雙面板甲	Aramid-Verbindung	Compuesto aramida	Combinaison en aramide	Complesso aramidico	Aramidowa zbroja kompozytowa	Composto de Aramida	Арамидный композит	Aramid Bileşim
Vest of Betrayal	裏切のボディベスト	배신의 보디 베스트	背叛之背心夹克	背叛的護身背心	Weste des Betrugs	Chaleco de la traición	Gilet de trahison	Gilet del tradimento	Kamizelka zdrady	Colete da Traição	Жилет предательства	İhanet Yeleği
Ergo Lamellar	エルゴ式ラメラー	에르고식 라멜라	人因式叠层装甲	人研所式札甲	Ergo-Lamellenpanzer	Lamelar Ergo	Armure lamellaire ergo	Lamellare di Ergo	Zbroja lamelkowa ergo	Lamelar Ergo	Эрго-пластины	Ergo Katmanı
Vest of Treason	謀反のボディベスト	모반의 보디 베스트	谋反之背心夹克	謀反的護身背心	Weste des Verrats	Chaleco de la deslealtad	Gilet de révolte	Gilet della fellonia	Kamizelka obłudy	Colete da Perfídia	Жилет измены	Hainlik Yeleği
Ergo Scale	エルゴ式スケイル	에르고식 스케일	人因式鳞甲	人研所式鱗甲	Ergo-Schuppe	Protección Ergo	Haubert ergo	Scaglia di Ergo	Zbroja łuskowa ergo	Segmentos Ergo	Эрго-кольчуга	Ergo Pulu
Vest of Anguish	断泣のボディベスト	단읍의 보디 베스트	断泣之背心夹克	慟哭的護身背心	Weste der Qual	Chaleco de la angustia	Gilet de douleur	Gilet del tormento	Kamizelka udręki	Colete da Angústia	Жилет мучений	Izdırap Yeleği
Ergo Alloy	エルゴ式Ｓアロイ	에르고식 S 알로이	人因式超合金装甲	人研所式Ｓ型合金甲	Ergo-Legierung	Aleación Ergo	Alliage ergo	Lega di Ergo	Zbroja ze stopu ergo	Ligas Ergo	Эрго-сплав	Ergo Alaşımı
Vest of Eminence	至高のボディベスト	지고의 보디 베스트	至高之背心夹克	至高的護身背心	Weste des Ansehens	Chaleco de la eminencia	Gilet d'éminence	Gilet dell'eminenza	Kamizelka renomy	Colete da Eminência	Жилет преосвященства	İtibar Yeleği
Soul of Athena	ソウルオブジアテナ	소울 오브 디 아테나	雅典娜之魂	雅典娜之魂	Athenes Seele	Alma de Atenea	Âme d'Athéna	Anima di Atena	Dusza Ateny	Alma de Atena	Душа Афины	Athena'nın Ruhu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Ergo Armor	エルゴ式フルボディ	에르고식 풀 보디	人因式全身甲	人研所式全身護甲	Ergo-Rüstung	Armadura Ergo	Armure ergo	Armatura di Ergo	Pancerz ergo	Armadura Ergo	Эрго-броня	Ergo Zırhı
Vest of Heresy	忘恩のボディベスト	망은의 보디 베스트	忘恩之背心夹克	忘恩的護身背心	Weste der Häresie	Chaleco del sacrilegio	Gilet d'hérésie	Gilet dell'eresia	Kamizelka herezji	Colete da Heresia	Жилет ереси	Dalalet Yeleği
Ver. 0 Armor	ナンバーレス	넘버리스	失落编号	無名裝甲	Ver.0-Rüstung	Armadura ver. 0	Armure v.0	Armatura ver. 0	Pancerz wer. 0	Armadura Ver. 0	Прототип брони	Sürüm 0 Zırh
Rock Dog Suit	ロックドッグスーツ	록 도그 슈트	摇滚狗狗服	搖滾狗狗套裝	Rocker-Hundeanzug	Traje roquero	Tenue chien rock	Tuta canina rock	Kamienny kombinezon dla psa	Roupa Canina do Rock	Плотный собачий костюм	Kaya Köpek Kıyafeti
Hard Dog Suit	ハードドッグスーツ	하드 도그 슈트	硬化狗狗服	堅硬狗狗套裝	Fester Hundeanzug	Traje de perro duro	Tenue chien robuste	Tuta canina solida	Twardy kombinezon dla psa	Roupa Canina Rígida	Крепкий собачий костюм	Sert Köpek Kıyafeti
Dog Suit of Sorrow	落涙のドッグスーツ	낙루의 도그 슈트	落泪之狗狗服	落淚的狗狗套裝	Hundeanzug der Trauer	Traje de perro de la pena	Tenue chien de chagrin	Tuta canina della tristezza	Kombinezon smutku	Roupa Canina do Pesar	Собачий костюм скорби	Hüzün Köpek Kıyafeti
Metal Dog Suit	メタルドッグスーツ	메탈 도그 슈트	金属狗狗服	金屬狗狗套裝	Metall-Hundeanzug	Traje de metal	Tenue chien en métal	Tuta canina in metallo	Metalowy kombinezon dla psa	Roupa Canina Metal	Металлический собачий костюм	Metal Köpek Kıyafeti
Dog Suit of Betrayal	裏切のドッグスーツ	배신의 도그 슈트	背叛之狗狗服	背叛的狗狗套裝	Hundeanzug des Betrugs	Traje de perro de la traición	Tenue chien de trahison	Tuta canina del tradimento	Kombinezon zdrady	Roupa Canina da Traição	Собачий костюм предательства	İhanet Köpek Kıyafeti
Titanium Dog Suit	チタンドッグスーツ	티탄 도그 슈트	钛金狗狗服	鈦合金狗狗套裝	Titan-Hundeanzug	Traje de titanio	Tenue chien titane	Tuta canina in titanio	Tytanowy kombinezon dla psa	Roupa Canina Titânio	Титановый собачий костюм	Titanyum Köpek Kıyafeti
Dog Suit of Treason	謀反のドッグスーツ	모반의 도그 슈트	谋反之狗狗服	謀反的狗狗套裝	Hundeanzug des Verrats	Traje de perro de la deslealtad	Tenue chien de révolte	Tuta canina della fellonia	Kombinezon obłudy	Roupa Canina da Perfídia	Собачий костюм измены	Hainlik Köpek Kıyafeti
Cross Dog Suit	クロスドッグスーツ	크로스 도그 슈트	十字狗狗服	十字狗狗套裝	Kreuz-Hundeanzug	Traje cruzado	Tenue chien croix	Tuta canina croce	Kombinezon krzyża	Roupa Canina de Cruz	Собачий костюм с крестами	Haçlı Köpek Kıyafeti
Dog Suit of Anguish	断泣のドッグスーツ	단읍의 도그 슈트	断泣之狗狗服	慟哭的狗狗套裝	Hundeanzug der Qual	Traje de perro de la angustia	Tenue chien de douleur	Tuta canina del tormento	Kombinezon udręki	Roupa Canina da Angústia	Собачий костюм мучений	Izdırap Köpek Kıyafeti
Powered Dog Suit	パワードッグスーツ	파워 도그 슈트	动力狗狗服	動力狗狗套裝	Kraft-Hundeanzug	Traje potenciado	Tenue chien puissance	Tuta canina potenziata	Zasilany kombinezon dla psa	Roupa Canina Forte	Усиленный собачий костюм	Güçlendirilmiş Köpek Kıyafeti
Dark Dog Suit	ダークドッグスーツ	다크 도그 슈트	暗黑狗狗服	黑暗狗狗套裝	Dunkler-Hundeanzug	Traje oscuro	Tenue chien ombre	Tuta canina oscura	Mroczny kombinezon dla psa	Roupa Canina Escura	Темный собачий костюм	Koyu Köpek Kıyafeti
Dog Suit of Eminence	至高のドッグスーツ	지고의 도그 슈트	至高之狗狗服	至高的狗狗套裝	Hundeanzug des Ansehens	Traje de perro de la eminencia	Tenue chien d'éminence	Tuta canina dell'eminenza	Kombinezon renomy	Roupa Canina da Eminência	Собачий костюм преосвященства	İtibar Köpek Kıyafeti
Aura Dog Suit	オーラドッグスーツ	오라 도그 슈트	灵气狗狗服	靈氣狗狗套裝	Aura-Hundeanzug	Traje con halo	Tenue chien aura	Tuta canina Aura	Kombinezon aury	Roupa Canina Aura	Собачий костюм ауры	Aura Köpek Kıyafeti
Shining Dog Suit	シャインドッグスーツ	샤인 도그 슈트	闪光狗狗服	光明狗狗套裝	Glänzender Hundeanzug	Traje deslumbrante	Tenue chien brillante	Tuta canina brillante	Lśniący kombinezon dla psa	Roupa Canina Brilho	Сияющий собачий костюм	Parlayan Köpek Kıyafeti
Dog Suit of Heresy	忘恩のドッグスーツ	망은의 도그 슈트	忘恩之狗狗服	忘恩的狗狗套裝	Hundeanzug der Häresie	Traje de perro del sacrilegio	Tenue chien d'hérésie	Tuta canina dell'eresia	Kombinezon herezji	Roupa Canina da Heresia	Собачий костюм ереси	Dalalet Köpek Kıyafeti
Star Dog Suit	スタードッグスーツ	스타 도그 슈트	星星狗狗服	星星狗狗套裝	Stern-Hundeanzug	Traje estrellado	Tenue chien stellaire	Tuta canina stellare	Gwieździsty kombinezon	Roupa Canina Estelar	Звездный собачий костюм	Yıldızlı Köpek Kıyafeti
Gaia Dog Suit	ガイアドッグスーツ	가이아 도그 슈트	盖亚狗狗服	蓋亞狗狗套裝	Gaia-Hundeanzug	Traje de Gea	Tenue chien de Gaia	Tuta canina Gaia	Kombinezon Gai	Roupa Canina de Gaia	Собачий костюм Геи	Gaia Köpek Kıyafeti
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Samurai's Haori	武士の羽織	무사의 하오리	武士羽织	武士羽織	Samurai-Haori	Haori de samurái	Haori de samouraï	Haori da samurai	Haori samuraja	Haori de Samurai	Хаори самурая	Samuray Haorisi
Pink Duffle Coat	ダッフルピンクコート	더플 핑크 코트	粉红牛角扣大衣	羊毛牛角扣粉紅大衣	Rosa Dufflecoat	Trenca rosa	Manteau de sport rose	Montgomery rosa	Różowa budrysówka	Casaco de Lã Rosa	Розовое пальто	Pembe Kamp Montu
Army Vest	アーミーベスト	아미 베스트	军队背心	軍隊背心	Armeeweste	Chaleco del ejército	Gilet militaire	Gilet militare	Wojskowa kamizelka	Colete do Exército	Военный жилет	Asker Yeleği
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Samue of the Tengu	大天狗の作務衣	다이텐구의 법의	大天狗工作服	大天狗工作服	Samue der Tengu	Samue de los Tengu	Samue du Tengu	Samue del Tengu	Samue tengu	Samuê do Tengu	Самуэ тэнгу	Tengu'nun Samuesi
Fairy Cloak	妖精のマント	요정의 망토	妖精斗篷	妖精斗篷	Feenmantel	Capa feérica	Cape féérique	Manto fatato	Peleryna wróżki	Capote de Fada	Плащ фей	Peri Pelerini
