en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Sneakers of Betrayal	裏切のスニーカー	배신의 스니커즈	背叛之运动鞋	背叛的運動鞋	Sneaker des Betrugs	Zapatillas de la traición	Baskets de trahison	Sneaker del tradimento	Trampki zdrady	Tênis da Traição	Кроссовки предательства	İhanet Spor Ayakkabısı
Jet Boots	ジェットブーツ	제트 부츠	喷气靴	噴射長靴	Jetstiefel	Botas de vuelo	Bottes à réacteur	Stivali a razzo	Buty odrzutowe	Bota a Jato	Реактивные ботинки	Jet Botu
Vernal Sandals	若草の草履	어린 풀 조리	若草草鞋	若草草鞋	Frühlingssandalen	Sandalias de primavera	Sandales print.	Sandali primavera	Wiosenne sandały	Sandália Primaveril	Весенние сандалии	İlkbahar Sandaleti
Sandals of Treason	謀反のサンダル	모반의 샌들	谋反之凉鞋	謀反的涼鞋	Sandalen des Verrats	Sandalias de la deslealtad	Sandales de révolte	Sandali della fellonia	Sandały obłudy	Sandalhas da Perfídia	Сандалии измены	Hainlik Sandaleti
Greaves of Dawn	暁の具足	새벽의 각반	拂晓足铠	曉之足鎧	Robuste Beinschienen	Grebas del alba	Grèves du couchant	Schinieri dell'alba	Nagolenniki świtu	Grevas da Aurora	Поножи рассвета	Şafak Bacak Zırhları
Quick Pumps	クイックパンプス	퀵 펌프스	轻便平底鞋	迅捷平底鞋	Leichte Pumps	Tacones rápidos	Ballerines légères	Ballerine leggere	Szybkie pantofle	Escarpim Ágil	Туфли бегуньи	Hızlı Bağcıksız Ayakkabı
R/C Geta	ラジコン下駄	무선 조종 나막신	遥控木屐	無線遙控木屐	Ferngesteuerte Geta	Geta por control remoto	Geta R/C	Geta radiocomando	Sterowane geta	Geta Teleguiada	Радиоуправляемые гэта	Radyo Kontrollü Geta
Geta of Anguish	断泣の下駄	단읍의 나막신	断泣之木屐	慟哭的木屐	Geta der Qual	Geta de la angustia	Geta de douleur	Geta del tormento	Geta udręki	Geta da Angústia	Гэта мучений	Izdırap Getası
Lion Sandals	唐獅子の雪駄	사자의 대나무신	唐狮子竹皮屐	唐獅子雪屐	Löwensandalen	Sandalias de león	Sandales de lion	Sandali del leone	Lwie sandały	Sandália de Leão	Сандалии льва	Aslan Sandaleti
Mirage Sandals	ミラージュサンダル	미라지 샌들	幻彩凉鞋	幻象涼鞋	Wundersandalen	Sandalias espejismo	Sandales mirage	Sandali miraggio	Sandały mirażu	Sandália da Miragem	Сандалии миража	Serap Sandaleti
Shoes of Bane	デスウォーカー	데스 워커	死亡行者	死亡步行者	Fluchschuhe	Calzado de perdición	Chauss. du fléau	Scarpe del flagello	Obuwie zguby	Sapato da Ruína	Туфли погибели	Felaket Ayakkabısı
Sexy Heels	セクシーヒール	섹시 힐	性感高跟鞋	性感高跟鞋	Sexy Heels	Tacones seductores	Talons sexy	Tacchi seducenti	Seksowne szpilki	Salto Sexy	Туфли на каблуках	Seksi Topuklu Ayakkabı
Leather Shoes of Eminence	至高の革靴	지고의 가죽 구두	至高之皮鞋	至高的皮靴	Lederschuhe des Ansehens	Calzado de cuero de la eminencia	Chaussures en cuir d'éminence	Scarpe di cuoio dell'eminenza	Skórzane buty renomy	Sapatos de Couro da Eminência	Кожаные туфли преосвященства	İtibar Deri Ayakkabısı
War God's Boots	武神の具足	무신의 각반	武神足铠	武神足鎧	Kriegsgottstiefel	Botas de Ares	Bottes de la guerre	Stivali marziali	Buty boga wojny	Bota do Deus Guerreiro	Обувь бога войны	Savaş Tanrısı'nın Botu
Glory Boots	グローリーブーツ	글로리 부츠	荣耀之靴	榮耀長靴	Ruhmesstiefel	Botas gloriosas	Bottes de gloire	Stivali gloriosi	Buty chwały	Bota Gloriosa	Ботинки славы	Görkem Botu
Holy Shoes	聖王の靴	성왕의 구두	圣王之靴	聖王之鞋	Heilige Schuhe	Calzado sagrado	Chaussures saintes	Scarpe sacre	Święte buty	Sapato Sagrado	Священные туфли	Kutsal Ayakkabı
Hanzo's Sandals	半蔵の足袋	한조의 버선	半藏布袜	半藏襪	Hanzos Sandalen	Sandalias de Hanzo	Sandales de Hanzo	Sandali di Hanzo	Sandały Hanzo	Sandália de Hanzo	Сандалии Хандзо	Hanzo'nun Sandaleti
Hallowed Boots	ジーザスブーツ	지저스 부츠	人子之靴	救世主長靴	Heilige Stiefel	Botas sacras	Bottes saintes	Stivali consacrati	Uświęcone buty	Bota Sacra	Освященные ботинки	Kutsal Bot
Eternal Shoes	悠久の靴	영원의 구두	悠久之靴	悠久之鞋	Ewigkeitsschuhe	Calzado eterno	Chauss. éternelles	Scarpe eterne	Wieczne buty	Sapato Eterno	Туфли вечности	Ebedi Ayakkabı
Shoes of Light	明星の靴	명성의 구두	明星之靴	明星之鞋	Pentakelschuhe	Calzado de luz	Chauss. lumineuses	Scarpe di luce	Buty światła	Sapato da Luz	Туфли света	Işığın Ayakkabı
Health Sandals	超健康サンダル	초건강 샌들	超健康凉鞋	超健康涼鞋	Gesundheitslatschen	Sandalias sanitarias	Sandales de santé	Sandali salutari	Zdrowotne sandały	Sandália de Vida	Сандалии здоровья	Sağlık Sandaleti
Frost Heels	フロストヒール	프로스트 힐	霜精高跟鞋	霜精高跟鞋	Frostheels	Tacones congelados	Talons de gel	Stivali gelati	Szpilki mrozu	Salto de Gelo	Морозные туфли-лодочки	Ayaz Topuklu Ayakkabısı
Gallant Sneakers	勇気のスニーカー	용기의 스니커즈	勇气运动鞋	勇氣運動鞋	Galante Sneaker	Zapatillas gallardas	Baskets galantes	Sneaker eleganti	Rycerskie trampki	Tênis Galante	Кроссовки добродетели	Cesur Spor Ayakkabı
Air Shoes	エアーシューズ	에어 슈즈	空气鞋	氣墊鞋	Luftschuhe	Calzado aéreo	Chaussures rembourrées	Scarpe Air	Powietrzne buty	Sapato Aéreo	Невесомые туфли	Hava Ayakkabısı
Floaty Sandals	フロートサンダル	플로트 샌들	气垫凉鞋	漂浮涼鞋	Schwebesandalen	Sandalias flotantes	Sandales aériennes	Sandali leggeri	Zwiewne sandały	Sandália Flutuante	Парящие сандалии	Hafif Sandalet
Boxing Shoes	ボクシングシューズ	복싱 슈즈	拳击鞋	拳擊鞋	Boxschuhe	Calzado de boxeo	Chaussures de boxe	Stivaletti da boxe	Buty bokserskie	Sapato de Boxe	Обувь боксера	Boks Ayakkabısı
Insulated Tights	絶縁ブラックタイツ	절연 블랙 타이츠	绝缘黑裤袜	絕緣黑色褲襪	Isolierte Strumpfhose	Medias aislantes	Bas isolants	Calzamaglia isolata	Ocieplane rajstopy	Meia-calça Térmica	Утепленные лосины	Termal Tayt
Boots of Sorrow	落涙のブーツ	낙루의 부츠	落泪之靴	落淚的長靴	Stiefel der Trauer	Botas de la pena	Bottes de chagrin	Stivali della tristezza	Buty smutku	Botas do Pesar	Ботинки скорби	Hüzün Botu
Conqueror's Shoes	覇王の靴	패왕의 구두	霸王之靴	霸王之鞋	Erobererschuhe	Calzado del conquistador	Souliers du conquérant	Scarpe del conquistatore	Obuwie zdobywcy	Sapato do Conquistador	Обувь завоевателя	Fatihin Ayakkabısı
Socks of Heresy	忘恩のソックス	망은의 양말	忘恩之袜	忘恩之襪	Socken der Häresie	Calcetines del sacrilegio	Chaussettes d'hérésie	Calzini dell'eresia	Skarpety herezji	Meias da Heresia	Носки ереси	Dalalet Çorabı
Warding Shoes	魔除けの靴	액막이 구두	除魔之靴	除魔靴	Bannschuhe	Calzado protector	Souliers protecteurs	Scarpe protettive	Buty ochrony	Sapato da Proteção	Обувь-оберег	Kaçma Ayakkabısı
Leg Protector	レッグプロテクター	레그 프로텍터	腿部护甲	腳部護具	Beinpolster	Protector de piernas	Protection de jambes	Protezione per gambe	Osłona nóg	Protetor de Perna	Щиток для голени	Bacak Koruyucu
Dancing Heels	ダンシングヒール	댄싱 힐	舞蹈高跟鞋	高跟舞鞋	Tanz-Heels	Tacones para bailar	Talons dansants	Scarpe da ballo	Szpilki do tańca	Salto de Dança	Туфли для танцев	Dansçı Topuklu Ayakkabısı
Genbu's Leggings	玄武の足甲	현무의 각반	玄武足甲	玄武足甲	Genbus Leggings	Mallas Genbu	Legging de Genbu	Leggings di Genbu	Leginsy Genbu	Legging de Genbu	Легинсы Гэмбу	Genbu'nun Tozlukları
Electro Shoes	エレクトロシューズ	일렉트로 슈즈	电镀鞋	電力鞋	Elektroschuhe	Calzado eléctrico	Chaussures électro	Scarpe elettriche	Elektrobuty	Sapato Eletro	Электротуфли	Elektrikli Ayakkabı
Devilish Pumps	小悪魔パンプス	소악마 펌프스	小恶魔平底鞋	小惡魔平底鞋	Teuflische Pumps	Tacones infernales	Ballerines diaboliques	Ballerine demoniache	Diabelskie pantofle	Escarpim Diabólico	Дьявольские туфли-лодочки	Şeytani Bağcıksız Ayakkabı
Sky Boots	スカイブーツ	스카이 부츠	飞天靴	天空藍長靴	Himmelsstiefel	Botas celestiales	Bottes célestes	Stivali celesti	Niebiańskie buty	Bota Celeste	Небесные ботинки	Gökyüzü Botu
Mysterious Geta	アンノウン下駄	언노운 나막신	未知木屐	無名木屐	Geheimnisvolle Geta	Geta misteriosas	Geta mystérieuses	Geta misteriosi	Tajemnicze geta	Geta Misteriosa	Загадочные гэта	Gizemli Geta
Fallen Angel Heels	堕天使のヒール	타천사의 힐	堕天使高跟鞋	墮天使高跟鞋	Teufels-Heels	Tacones del ángel caído	Talons d'ange déchu	Scarpe dell'angelo caduto	Szpilki upadłego anioła	Salto do Anjo Caído	Туфли падшего ангела	Düşmüş Melek Topuklu Ayakkabısı
Godspeed Shoes	神速の靴	신속의 구두	神速之靴	神速之鞋	Reiseschuhe	Calzado de la suerte	Chaussures de vitesse	Stivali della buona sorte	Buty pożegnania	Sapato Célere	Обувь богоизбранного	Hızlı Ayakkabı
Goddess Boots	ゴッデスレッグ	가디스 레그	女神之鞋	女神之足	Göttinenstiefel	Botas de diosa	Bottes de la déesse	Stivali della dea	Buty bogini	Bota de Deusa	Обувь богини	Tanrıça Botu
Night Demon Sandals	夜魔のサンダル	야마의 샌들	夜魔凉鞋	夜魔涼鞋	Nachtdämon-Sandalen	Sandalias demoníacas	Sandales démon nocturne	Sandali del demone notturno	Sandały nocnego demona	Sandália Diabo Noturno	Сандалии ночного демона	Gece Şeytanı Sandaleti
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Fullerene Legs	フラーレン脚装具	풀러렌 다리장비	富勒烯脚部装具	碳六十腳部裝甲	Fulleren-Beinschienen	Piernas de fullereno	Jambes en fullerène	Gambali fullerene	Nogawice z fulerenu	Pernas de Fulereno	Фуллереновые ноги	Fulleren Bacaklar
Civilized Legs	シビライズ脚装具	시빌라이즈 다리장비	文明脚部装具	教養腳部裝甲	Gesittete Beinschienen	Piernas civilizadas	Jambes de civile	Gambali civili	Cywilizowane nogawice	Pernas Civilizadas	Культурные ноги	Kibar Bacaklar
Ceramic Legs	セラミクス脚装具	세라믹스 다리장비	陶瓷脚部装具	陶瓷腳部裝甲	Keramik-Beinschienen	Piernas de cerámica	Jambes en céramique	Gambali di ceramica	Ceramiczne nogawice	Pernas de Cerâmica	Керамические ноги	Seramik Bacaklar
Legs of Sorrow	落涙の脚部特甲	낙루의 각부 특갑	落泪之脚部特甲	落淚的腳部特裝甲	Beine der Trauer	Piernas de la pena	Guêtres de chagrin	Gambali della tristezza	Nogawice smutku	Pernas do Pesar	Ноги скорби	Hüzün Bacakları
Cobalt Legs	コバルト鋼脚装具	코발트 다리장비	钴钢脚部装具	鈷鋼腳部裝甲	Kobalt-Beinschienen	Piernas de cobalto	Jambes en cobalt	Gambali di cobalto	Kobaltowe nogawice	Pernas de Cobalto	Кобальтовые ноги	Kobalt Bacaklar
Legs of Betrayal	裏切の脚部特甲	배신의 각부 특갑	背叛之脚部特甲	背叛的腳部特裝甲	Beine des Betrugs	Piernas de la traición	Guêtres de trahison	Gambali del tradimento	Nogawice zdrady	Pernas da Traição	Ноги предательства	İhanet Bacakları
Titanium Legs	チタン合金脚装具	티탄합금 다리장비	钛合金脚部装具	鈦合金腳部裝甲	Titan-Beinschienen	Piernas de titanio	Jambes en titane	Gambali di titanio	Tytanowe nogawice	Pernas de Titânio	Титановые ноги	Titanyum Bacaklar
Legs of Treason	謀反の脚部特甲	모반의 각부 특갑	谋反之脚部特甲	謀反的腳部特裝甲	Beine des Verrats	Piernas de la deslealtad	Guêtres de révolte	Gambali della fellonia	Nogawice obłudy	Pernas da Perfídia	Ноги измены	Hainlik Bacakları
Cermet Legs	サーメット脚装具	서멧 다리장비	金属陶瓷脚部装具	金屬陶瓷腳部裝甲	Cermet-Beinschienen	Piernas de cermet	Jambes en cermet	Gambali cermet	Cermetowe nogawice	Pernas de Cermet	Композитные ноги	Metalli Seramik Bacaklar
Legs of Anguish	断泣の脚部特甲	단읍의 각부 특갑	断泣之脚部特甲	慟哭的腳部特裝甲	Beine der Qual	Piernas de la angustia	Guêtres de douleur	Gambali del tormento	Nogawice udręki	Pernas da Angústia	Ноги мучений	Izdırap Bacakları
Kugelbein	クーゲルバイン	쿠겔바인	子弹之足	子彈鞋	Kugelbein	Kugelbein	Kugelbein	Kugelbein	Kugelbein	Kugelbeine	Кугельбайн	Kugelbein
Proto Butterfly	プロトバタフライ	프로토 버터플라이	原型蝶式	原型蝴蝶	Protoschmetterling	Protomariposa	Papillon proto	Proto-farfalla	Protomotyl	Protoborboleta	Протобабочка	Proto Kelebek
Ergo Legs	エルゴ式脚部特甲	에르고식 각부 특갑	人因式脚部特甲	人研所式腳部特裝甲	Ergo-Beinschienen	Piernas Ergo	Jambes ergo	Gambali di Ergo	Nogawice ergo	Pernas Ergo	Эрго-ноги	Ergo Bacaklar
Legs of Heresy	忘恩の脚部特甲	망은의 각부 특갑	忘恩之脚部特甲	忘恩的腳部特裝甲	Beine der Häresie	Piernas del sacrilegio	Guêtres d'hérésie	Gambali dell'eresia	Nogawice herezji	Pernas da Heresia	Ноги ереси	Dalalet Bacakları
Ergotite Legs	エルゴタイト脚装具	에르고타이트 다리장비	人因矿晶脚部装具	人研所合金腳部裝甲	Ergotit-Beinschienen	Piernas de ergotita	Jambes en ergotite	Gambali di ergotite	Nogawice z ergotytu	Pernas de Ergotita	Эрготитовые ноги	Ergotit Bacaklar
Free Walkers	フリーウォーカー	프리 워커	自由行者	自由步行者	Roboschuhe	Andadores libres	Déambulateurs	Scarpe metalliche	Wolne obuwie	Pisantes Livres	Свободные шагатели	Rahat Ayakkabı
Swan Legs	スワンレイクス	스완 레이크스	天鹅之足	天鵝湖	Schwan-Beinschienen	Patas de cisne	Pattes de cygne	Gambali del cigno	Nogawice łabędzia	Pernas de Cisne	Лебединые поножи	Kuğu Bacakları
Aigis Legs v.100	百式アイギス脚装具	백식 아이기스 다리장비	百式埃癸斯脚部装具	百式埃癸斯腳部裝甲	Aigis-Beinschienen v.100	Piernas de Aigis v.100	Jambes Aigis v.100	Gambali Aigis v.100	Nogawice Aigis wer. 100	Pernas da Aigis v.100	Ноги Айгис v.100	Aigis Bacakları v.100
Legs of Eminence	至高の脚部特甲	지고의 각부 특갑	至高之脚部特甲	至高的腳部特裝甲	Beine des Ansehens	Piernas de la eminencia	Guêtres d'éminence	Gambali dell'eminenza	Nogawice renomy	Pernas da Eminência	Ноги преосвященства	İtibar Bacakları
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Solid Pied	ソリッドピーエ	솔리드 피에	硬塑足罩	堅硬護足	Robuste Beinteile	Pie firme	Jambes robustes	Piede solido	Solidne nagolenniki	Pied Sólido	Крепкие ножки	Sağlam Ayak
Bisque Pied	ビスクピーエ	비스크 피에	素瓷足罩	陶瓷護足	Keramik-Beinteile	Pie de porcelana	Jambes en porcelaine	Piede bisque	Ceramiczne nagolenniki	Pied de Porcelana	Обожженные ножки	Porselen Ayak
Alumina Pied	アルミナピーエ	알루미나 피에	铝合金足罩	鋁製護足	Alu-Beinteile	Pie de alúmina	Jambes en alumine	Piede in alluminio	Aluminiowe nagolenniki	Pied de Alumínio	Алюминиевые ножки	Alümin Ayak
Titanium Pied	チタンピーエ	티탄 피에	钛金属足罩	鈦合金護足	Titan-Beinteile	Pie de titanio	Jambes en titane	Piede in titanio	Tytanowe nagolenniki	Pied de Titânio	Титановые ножки	Titanyum Ayak
Pied of Sorrow	落涙のピーエ	낙루의 피에	落泪之足罩	落淚的護足	Beinteile der Trauer	Pie de la pena	Jambes de chagrin	Piede della tristezza	Nagolenniki smutku	Pied do Pesar	Ножки скорби	Hüzün Ayağı
Baskins	バスキンズ	바스킨즈	街头舞鞋	舞鞋	Baskins	Baskins	Baskins	Baskins	Buty taneczne	Baskins	Танцевальные туфельки	Baskins
Leprechaun Toe	レプラコンズトゥ	레프러콘즈 토	矮妖魔鞋	妖精魔法鞋	Koboldzeh	Pie de leprechaun	Orteils de farfadet	Piedi di leprecauno	Stopy leprechauna	Dedão de Leprechaun	Стопа лепрекона	Cüce Ayakkabısı
Blood Aries	ブラッドエリエス	블러드 에리에스	染血爱丽丝	鮮血赤鞋	Scharlach-Beinteile	Aries de sangre	Bélier sanglant	Ariete sanguigno	Barania krew	Áries Sanguinário	Кровавые копытца	Kanlı Koç
Ella's Slippers	エラズ･グラス	에라즈 글라스	玻璃之梦	玻璃鞋	Ellas' Pantoffeln	Zapatillas de Ella	Chaussons d'Ella	Pantofole di Ella	Pantofelki Kopciuszka	Sapatinhos de Ella	Туфельки Эллы	Ella'nın Terliği
Queen Pied	クイーンピーエ	퀸 피에	女王足罩	女王護足	Königin-Beinteile	Pie de reina	Jambes de reine	Piede di regina	Nagolenniki królowej	Pied da Rainha	Королевские ножки	Kraliçe Ayağı
Pied of Betrayal	裏切のピーエ	배신의 피에	背叛之足罩	背叛的護足	Beinteile des Betrugs	Pie de la traición	Jambes de trahison	Piede del tradimento	Nagolenniki zdrady	Pied da Traição	Ножки предательства	İhanet Ayağı
Pied of Treason	謀反のピーエ	모반의 피에	谋反之足罩	謀反的護足	Beinteile des Verrats	Pie de la deslealtad	Jambes de révolte	Piede della fellonia	Nagolenniki obłudy	Pied da Perfídia	Ножки измены	Hainlik Ayağı
Black Unit	ブラックユニット	블랙 유닛	暗黑模块	黑色處理器	Schwarze Schuhe	Unidad negra	Unité noire	Unità nera	Czarne urządzenie	Unidade Preta	Черный модуль	Siyah Birim
Pied of Anguish	断泣のピーエ	단읍의 피에	断泣之足罩	慟哭的護足	Beinteile der Qual	Pie de angustia	Jambes de douleur	Piede del tormento	Nagolenniki udręki	Pied da Angústia	Ножки мучений	Izdırap Ayağı
Perkunas Pied	ペルクナスピーエ	페르쿠나스 피에	伯库纳斯足罩	伯庫納斯護足	Perkunas-Beinteile	Pie de Perkūnas	Jambes de Perkunas	Piede di Perkunas	Nagolenniki Perkuna	Pied de Perkunas	Ножки Перкунаса	Perkunas Ayak
Smart Pied	スマートピーエ	스마트 피에	迅捷足罩	靈巧護足	Intelligente Beinteile	Pie inteligente	Jambes perspicaces	Piede della perspicacia	Nagolenniki mądrości	Pied Esperto	Умные ножки	Akıllı Ayak
Exhaust Pied	エギゾーストピーエ	이그조스트 피에	奋力足罩	排氣護足	Ablassende Beinteile	Pie de escape	Jambes d'épuisement	Piede logoro	Nagolenniki z wydechami	Pied da Exaustão	Реактивные ножки	Egzozlu Ayak
Leonidas' Vine	レオニダースバイン	레오니다스 바인	列奥尼达之足	列奧尼達鞋墊	Leonidas-Rebe	Enredadera de Leónidas	Vigne de Leonidas	Rampicante di Leonida	Winorośl Leonidasa	Vinha de Leonidas	Лозы Леонида	Leonidas'ın Asması
