Dominion	The fourth of the nine orders of angels. Their duty is to oversee the other angels. Their actions are the manifestation of God's will.
Nekomata	Long-lived cats are said to become these malevolent cat demons. Their powers vary according to how long they have lived, ranging from shape-shifting to controlling the dead.
Black Frost	A Jack Frost that yearned for evil. This powerful demon is born when a cute Jack Frost remembers its nature as a demon.
Arahabaki	A mysterious god of ancient Japan. Most famously worshipped by Nagasunehiko, who was defeated in battle against Emperor Jinmu, Arahabaki came to be treated as a symbol of rebellion and defiance.
Angel	Ninth of the nine orders of angels. They are closest in nature to humans. They watch over individuals and warn those who stray from the path.
Skadi	A Norse giantess called the "snow- shoe goddess" and the embodiment of winter. According to legend, all the gods will return to her at the end of Ragnarok.
Kikuri-Hime	The goddess of life in Shinto myth. She once mediated between Izanagi and Izanami during their confrontation in Yomi, the land of the dead.
Chi You	A Chinese god of war, he is said to have invented many weapons. He and his followers rebelled against the Yellow Emperor, Huang Di, but were ultimately defeated.
Power	The sixth of the nine orders of angels. It is said that they were the first order to be created. Their duty is to protect human souls from demons.
Inugami	A dog spirit said to possess people in Japanese lore. Those possessed are in a state of "inu-tsuki" and lose consciousness. Onmyoji use Inugami as familiars.
Nebiros	The general of Hell. He keeps watch over other demons. One of Hell's greatest necromancers, he can control souls and corpses.
RESERVE	Among the eight Yashaou and one of Bishamonten's attendants. Originally a child- eating demon, he was converted by theBuddha and becamea protector figure.
Slime	A primitive monster with a viscous body. There are various theories as to its origin, but it is still under debate. Said to compulsively collect shiny objects.
Anzu	An evil deity of Mesopotamian folklore with an eagle's body and lion's head. While the god Enlil purified himself, Anzu stole the Tablets of Destiny from him.
Yatagarasu	A divine creature in Japanese lore. They are three-legged birds sent by Amaterasu to help humans. They are said to have helped Emperor Jinmu claim victory.
Yoshitsune	A Japanese general of the Genpei War near the end of the Heian era and start of the Kamakura era. His bold ingenuity and ruthless skill with a blade are still praised in Japan today.
Take-Minakata	A Japanese god of war, hunting, and fertility. He fought Take-Mikazuchi for control of Japan and lost. He escaped to Suwa, but was prohibited to leave since.
Ame-no-Uzume	Japanese goddess of entertainment, she governs many sacred dances. She is most famous for luring out Amaterasu, who had barricaded herself inside a cave.
Kushinada	A Japanese goddess. She governs fields and fertility. All of her sisters were sacrificed to Yamata-no-Orochi, but she was saved by Susano-o and became his wife.
Kumbhanda	A Buddhist demon said to drain human life energy. He has dark skin, stands 3 meters tall, and sometimes changes his shape to a gourd. Known to have once served Rudra, the god of storms.
Ongyo-Ki	One of the four oni controlled by Fujiwara no Chikata. By eliminating its aura and preventing others from sensing its presence, it is able to surprise its enemies.
Kin-Ki	One of the four oni controlled by Fujiwara no Chikata, its body is so hard that no weapons can penetrate it. It and its comrades fell into hell through holes that can still be found in modern Iga.
Sui-Ki	One of the four oni controlled by Fujiwara no Chikata, it can cause floods with the swing of its arms. In the Taiheiki, Ki no Tomoo expelled the oni by reading a Japanese poem.
Fuu-Ki	One of the four oni controlled by Fujiwara no Chikata, it sends hurricanes to blow away its enemies. Some say that Fuu-ki is the original ninja.
Jatayu	The Hindu king of birds. In the Ramayana, he fought bravely against Ravana in an attempt to save Sita, Rama's wife and the 7th avatar of Vishnu, but lost.
Kaiwan	A god in Assyrian legend, his name is interchangeable with Sakkut, another incarnation of the star-god, Saturn.
Kelpie	A horse-like fairy of Celtic folklore that lives by the water. It drowns those who ride on it, but is a valuable mount if you can tame it.
Thoth	Egyptian moon god that takes the form of a baboon, he is the one who measures time. He gave Isis the power to resurrect Osiris after he was killed by the evil god Seth.
Dionysus	The Greek god of wine and theater. He was originally a god of life protecting the mountains of Thrace. He taught humans how to make wine.
Apsaras	Hindu water spirits, they are beautiful young women who dance for the gods. They also guide heroes fallen in battle to paradise.
Andras	One of the 72 demons of the Goetia. The great Marquis of Hell, he appears where there is battle to stoke the hatred within soldiers. He helps defeat the enemies of those who summon him.
RESERVE	BLANK
Koropokguru	Small human-like creatures, that have kind, calm personalities. Once coexisting with the Ainu people of Japan, there was a falling out at some point, and they disappeared.
Koppa Tengu	A type of tengu. Their spiritual power is weaker than other tengu, so they are much smaller. They are said to be the reincarnations of long-lived wolves.
Regent	A bluish-tinged diamond that Napoleon Bonaparte had mounted to the pommel of his sword. It was named after the French Regent Philippe II, Duke of Orleans, who had purchased it in 1717.
Queen's Necklace	The diamond necklace that Jeanne de la Motte swindled from jewelers in 1785 by claiming it was on behalf of the Queen of France, Marie Antoinette.
Stone of Scone	Also known as the Stone of Destiny, it is a stone used in the coronations of Scotland's monarchs. Legends say the stone is linked to angels.
Koh-i-Noor	Once called the world's largest diamond, it was cut when it came to the British royal family. It is said to bring bad luck to any man who wears it, so only the females have ever adorned it.
Orlov	A diamond stolen from a Hindu temple that is said to drive its owner to their death. It was cut into smaller pieces in an attempt to break the curse.
Emperor's Amulet	Also known as Charlemagne's talisman, it is said to make its owner an emperor. In between the two gems is a piece of Jesus' cross and a hair of the Virgin Mary.
Hope Diamond	Unlike its name suggests, the Hope Diamond is a cursed jewel that brings ruin from one owner to the next. A few supposed victims include King Louis XVI and his wife, Marie Antoinette.
Crystal Skull	An ancient Out-Of- Place-Artifact found in Central and South America. It is said that if you collect 13 of them in one spot, the truth of the universe will be revealed.
Orichalcum	A metal mentioned in ancient Greek literature. Some accounts say it was merely brass, but other stories suggest it was, in fact, a legendary material.
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
Mandrake	A magical plant whose roots look like a human. They are valued for their healing properties in potions, but the screams they let out when pulled from the ground will kill anyone who hears them.
Baal	The chief Semitic god who governs over fertility. He is the god of Canaan and brother and consort to the goddess Anat, who saved him from Mot.
Dakini	Hindu deities of passion and relations. They are Kali's attendants. They eat human flesh and gather at graveyards and crematories each night. Their name means "sky dancer."
Silky	A fairy of England and Scotland. She carries out household chores while everyone sleeps and is a welcome spirit. It is said you can hear her silk skirt rustle as she works.
Bugs	A Welsh creature commonly known as "Bugbear" or the "Boogeyman." Its existence is often used by mothers to scare children into behaving.
Black Ooze	A mass of malevolent intent and emotion that failed to become a true demon. All it does is eat prey and grow.
Bicorn	An evil creature with two curving horns. It represents impurity, unlike the Unicorn. Said to be derived from Re'em in the Bible. Another legend says that it feeds off of disloyal husbands.
Mithras	A sun deity who was worshipped in the Roman Empire from the 1st to the 4th century AD. He was said to be reborn after death, and a festival was held on the winter solstice for him.
Sudama	A spirit of rivers and mountains in Japanese lore, they dwell in ancient trees and ageless rocks. They are not evil, and will often appear as humans or supernatural wonders to warn people.
Kodama	Japanese plant spirits born from trees that have lived for a 100 years. Cutting down one of these trees is said to cause misfortune.
Agathion	A general term for familiars used by Judeo-Christian magicians, they are usually sealed away in bottles, rings, or talismans. They torment the target selected by the conjuror.
Onmoraki	A monstrous, fire spitting, Japanese bird with a man's face. It is actually a corpse that was not given a proper memorial service. They appear before monks who neglect their duties.
Nue	A creature of Japanese lore with a monkey's head, tiger's legs, and snake's tail. The Tale of Heike says it hid behind a dark cloud each night to attack the Emperor.
Pisaca	A type of preta, or "hungry ghost," in Hindu lore that eats human corpses. It enters a human through the mouth and causes harm. Those who see one are said to die within nine months.
Melchizedek	An angel of Gnosticism, governing over peace and righteousness. Though said to be the savior of the angels, he used to be a human, the king of Salem.
Baphomet	A goat-headed demon that is worshipped in Black Sabbaths. His name can be used as a catch-all term for demons in general. He would become an object of worship for witches.
Raja Naga	The king of the Naga, a half-man, half-snake tribe in Hindu lore. The dragon kings Nanda and Takshaka of Buddhist myth fall into this royal category.
Naga	Half-snake, half- human divine beings in Hindu lore, worshipped as bringers of rain. They live in the bottoms of lakes and seas, singing and dancing when they are not fighting.
Garuda	A divine bird-man in Hindu lore, he once fought the gods and received immortality in exchange for becoming Vishnu's carrier.
Moloch	A Canaanite god of fire. A bronze statue of a man with a bull's head stands at an altar. Sacrificial children were thrown into the statue after it was heated.
Norn	Goddesses of fate in Norse lore. They live below the roots of Yggdrasil and weave the threads of fate, which even the gods are bound by.
Belphegor	Demonic governor of the deadly sin of sloth. He also excels at invention and discovery. May derive from Ba'al Pe'or, Syrian god of abundant crops.
Berith	One of the 72 demons of the Goetia. Known as the Duke of Hell, he rides a gigantic horse and burns those without manners.
Choronzon	A demon summoned by a sorcerer named Crowley at the beginning of the 20th century. He obstructs those attempting to reach enlightenment.
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
Nigi Mitama	One of the four aspects of Shinto thought, it works gently to help maintain a calm mind. It is said to aid in one's relations and sociability, and can lead one in a positive direction.
Kushi Mitama	One of the four aspects of Shinto thought, it uses its power to bring good omens. It is said to aid in one's wisdom, observation, and skill, and can mend fractured paths.
Ara Mitama	One of the four aspects of Shinto thought, it has the power to grant ferocity. It is said to aid in one's bravery, growth, and endeavors, though it can lead in a negative direction.
Saki Mitama	One of the four aspects of Shinto thought, it brings great bounty from the hunt. It is said to aid in love, profit, and growth, and can create new paths.
RESERVE	The Arabian mother goddess also known as Allat. She was thought to reside in the Black Stone at the Kaaba. She and her son, Dusura, were worshipped there by desert nomads.
Shiva	One of the major Hindu gods, he is known as the Destroyer but is also related to regeneration. His wife is Parvati.
Michael	One of the four major archangels, he is at the top of the angelic hierarchy. He carries a long spear that can cut through anything, and his name means "One Who Is Like God."
Asura	The Hindu king of Asuras is named Maha Vairocana, or "One Who Shines On All." In Buddhism, he is known as Dainichi Nyorai.
Mada	A giant Hindu monster. Its mouth is so enormous it can swallow the Earth and the heavens in one bite. Its name means "He who intoxicates."
Mother Harlot	The fiend known as the "Whore of Babylon," riding a beast with seven heads and ten horns, she carries a golden cup of abominations and the filth of her acts.
Clotho	The youngest of the three Moirae Sisters of Greek legend. She spins the threads of life with her spindle.
Lachesis	The middle sister of the three Moirae Sisters of Greek legend. She is the apportioner, measuring the thread which determines each person's lifespan.
Atropos	The eldest of the three Moirae Sisters of Greek mythology. She cuts the threads of life for those whose time has come.
Ardha	A god of dual gender whose appearance is half that of the destroyer, Shiva, and half his wife, Parvati. Ardha is the ideal figure of Shaktism, the perfect god.
RESERVE	BLANK
Vishnu	One of the major Hindu gods, he is the preserver and protector of the universe. Legends claim that he will make ten appearances across time and space to strike down evil and uphold justice. 
Hariti	Also known as Kishimojin, she once ate children, but stopped after Buddha changed her ways. She now eats pomegranates and is a goddess of parenting.
Yurlungur	A snake with a rainbow body from Murngin lore. He is a fertility deity who controls the weather and resides in a holy pond filled with rainbow-colored water.
Hecatoncheires	Giants born from Uranus and Gaia. The name means "those with a hundred arms." During the war of the Titans, Zeus freed them from the Underworld to help him obtain victory.
Satanael	An archangel who is said to be the form of Satan before he fell from Heaven. The second son of God, he rebelled against Him for freedom and bestowed free will and chaos upon humanity.
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	RESERVE Mythology
Orpheus	A Persona of another story. A poet skilled with the lyre. He tried to retrieve his wife from Hades, but she vanished when he looked back before reaching the surface.
Thanatos	A Persona of another story. The Greek god of death, he is the son of Nyx and the twin brother of Hypnos. He is known to provide mortals with a peaceful death.
Izanagi	A Persona of another story. One of the ancient gods who existed before Japan was formed. He created the Oyashima from chaos, then gave birth to countless children and laid the foundation of soil and nature.
Magatsu-Izanagi	A Persona of another story. He is Izanagi's rival and looks just like him. Magatsu means "calamity." Unlike Izanagi, who founded the land and brought order, he leads all back into chaos.
Kaguya	A Persona of another story. A divine being born from a glowing bamboo shoot. Though many proposed to her, none could complete her strict tasks. She eventually returned to her home, the moon.
Ariadne	A Persona of another story. She is the daughter of Minos, the king of Crete. She helped Theseus defeat the Minotaur and gave him a ball of yarn so he could escape the labyrinth.
Asterius	A Persona of another story. Due to a curse on his mother, Pasiphae, he was born a bull-headed monster. Locked away in the labyrinth as the Minotaur, he wielded a double-sided axe.
Tsukiyomi	A Persona of another story. An important god born from the Japanese god Izanagi, he governs over the moon and the night. There are many theories behind this mysterious god.
Messiah	A Persona of another story. He appears before Judgment Day to save the virtuous. He is a universal figure, appearing in myths around the world. Many stories involve his death and rebirth.
Messiah Picaro	A Persona turned picaro after becoming the Trickster's mask. He appears before Judgment Day to save the virtuous. He is a universal figure, appearing in myths around the world.
Orpheus Picaro	A Persona turned picaro after becoming the Trickster's mask. A Greek poet who tried to retrieve his wife from Hades, but she vanished when he looked back before reaching the surface.
Thanatos Picaro	A Persona turned picaro after becoming the Trickster's mask. The Greek god of death, he is the son of Nyx and the twin brother of Hypnos. He is known to provide mortals with a peaceful death.
Izanagi Picaro	A Persona turned picaro after becoming the Trickster's mask. One of the ancient gods who existed before Japan was formed. He created the Oyashima from chaos, then gave birth to countless children.
M. Izanagi Picaro	A Persona turned picaro after becoming the Trickster's mask. He is Izanagi's rival. Magatsu means "calamity," so, unlike Izanagi who founded the land and brought order, he leads all back into chaos.
Kaguya Picaro	A Persona turned picaro after becoming the Trickster's mask. She appeared from a glowing bamboo shoot. She received many proposals, but rejected them and returned to the moon.
Ariadne Picaro	A Persona turned picaro after becoming the Trickster's mask. She is the daughter of Minos. She helped Theseus defeat the Minotaur and gave him a ball of yarn so he could escape the labyrinth.
Asterius Picaro	A Persona turned picaro after becoming the Trickster's mask. Son of Pasiphae, he was born a bull- headed monster. Locked away in the labyrinth as the Minotaur, he wielded a double-sided axe.
Tsukiyomi Picaro	A Persona turned picaro after becoming the Trickster's mask. An important god born from the Japanese god Izanagi, he governs over the moon and the night. There are many theories behind this mysterious god.
Satanael	RESERVE Mythology
???	A being based off of the main character of Maurice Leblanc's novels, Arsene Lupin. He appears everywhere and is a master of disguise. He is known to help law-abiding citizens.
Arsene	A being based off of the main character of Maurice Leblanc's novels, Arsene Lupin. He appears everywhere and is a master of disguise. He is known to help law-abiding citizens.
Captain Kidd	A 17th century privateer who eventually became a world-renowned pirate. At his execution, he declared he had hidden treasure, leaving behind many legends.
Zorro	A masked swordsman of justice who fought in California against corrupt officials during the era of Spanish rule. He always left his "Z" mark with his rapier wherever he appeared.
Carmen	A gypsy thief from the novel by Merimee, which became famous through the opera by Bizet. She is a femme fatale who is beautiful but also very capricious.
Goemon	Ishikawa Goemon was a thief who stole from the rich and gave to the poor in Japan during the Azuchi-Momoyama period. The kabuki scene of him sitting on the gate of Nanzen-ji is famous.
Johanna	The mysterious female pope of the Middle Ages. She posed as a man and eventually made it all the way up to pope due to her unrivaled intellect. Her existence shook the history of the Catholic church.
Milady	The beautiful woman that appears in Dumas's "Three Musketeers." Branded with a fleur-de-lis symbol, she used many aliases to control nobility and get her vengeance.
Necronomicon	The grimoire which contains vital information of the Cthulhu mythos by Lovecraft. Its original name is Al Azif. It is said the book itself is alive.
Robin Hood	A noble thief that made waves in England during the Middle Ages. He is an expert archer and leader of the Merry Men, outlaws of justice who made Sherwood Forest their home.
Loki	RESERVE Mythology
Satanael	An archangel who is said to be the form of Satan before he fell from Heaven. The second son of God, he rebelled against Him for freedom and bestowed free will and chaos upon humanity.
Seiten Taisei	A title Sun Wukong had given himself. Born from a rock, he wreaked havoc and was punished by Buddha who imprisoned him under a mountain. Eventually, he was saved by a monk named Xuanzang.
Mercurius	The Roman god of travelers and thieves. A diverse god, he is seen as a symbol of the human unconscious and the mental world. He is equated with the Philosopher's Stone, the ultimate mystery in the field of alchemy.
Hecate	A Greek goddess of crossroads, ghosts, and witchcraft, she is commonly attended to by dogs. She is also known to be the chief of the witches that appear in the play "Macbeth."
Kamu Susano-o	A Japanese god found in the Izumo Fudoki. He was one of the three gods born from Izanagi. He was a violent ruffian, but also had a sensitive side, showing love for his mother and reading poems.
Anat	The daughter of Ugaritic's highest god El. She is the goddess of fertility, as well as hunting and war. Her characteristics are the characteristics of the seasons in Canaan.
Astarte	A Middle Eastern goddess of fertility. Many scriptures note her folklore, and there is even a mention of her as the "Queen of Heaven" in the Bible.
Prometheus	The Greek Titan who created mankind from clay. He later stole fire from Olympus and, in turn, gave it to mankind against Zeus's will. His name is often synonymous with fire and "divine knowledge."
Loki	RESERVE Mythology
Arsene	RESERVE Mythology
Captain Kidd	RESERVE Mythology
Zorro	RESERVE Mythology
Carmen	RESERVE Mythology
Goemon	RESERVE Mythology
Johanna	RESERVE Mythology
Milady	RESERVE Mythology
Necronomicon	RESERVE Mythology
Robin Hood	RESERVE Mythology
???	RESERVE Mythology
Lucifer	RESERVE231 Mythology
Seiten Taisei	RESERVE231 Mythology
Mercurius	RESERVE231 Mythology
Hecate	RESERVE231 Mythology
Kamu Susano-o	RESERVE231 Mythology
Anat	RESERVE231 Mythology
Astarte	RESERVE231 Mythology
Prometheus	RESERVE231 Mythology
Loki	RESERVE231 Mythology
Loki	A malignant god of Norse mythology. Not always driven by malice, but impulsive and devious. He had an uneasy peace with Odin and the gods, but his part in Baldr's death drove them to finally punish him.
Cendrillon	The French name of the titular heroine of Cinderella, an oft- retold tale of great renown in which a mistreated waif gains luxury, beauty, and a single night's dance with a prince through the power of magic.
Vanadis	The true name of Freyja, of the Norse Vanir deities. Younger twin sister of Freyr. Her name means "dis of the Vanir"-dis being a goddess. Known to be a great beauty and a witchlike master of magic.
William	The other name of Captain Kidd, world- renowned pirate. For years after his death, songs and legends of his life inspired many to chase rumors of his buried treasure across the seas.
Diego	The true name of California's masked swordsman of justice, who fought corrupt officials during the era of Spanish rule. Despite being marked as a thief, he fought for the weak as a true gentleman.
Celestine	A beautiful actress who performed as Carmen in the opera named for the role. So tempestuous and outspoken was she that it's said the main role was rewritten to better suit her.
Gorokichi	Childhood nickname of Goemon Ishikawa. During his youth, he was raised among the Iga-ryu ninjas before he set off on his own to become a rogue ninja.
Agnes	Another name of Johanna, the female pope of the Middle Ages. Posing as a man, her wits and ability helped her climb the ranks. Her story shook the Catholic church to its core.
Lucy	The Countess of Carlisle, and the historical basis for Alexandre Dumas's femme fatale, Milady de Winter. Known for her beauty and cunning, she was a courtier much favored by the Queen.
Al Azif	The original name of the Necronomicon, a tome full of the Cthulhu Mythos's mysteries. Said to have been authored by Abdul Alhazred, a poet and devotee of Cthulhu known as the "mad Arab."
Hereward	The legendary Saxon who opposed the Normans during the conquest of England in the 11th century. Said to have been the basis for tales of Robin Hood. Called "Hereward the Wake" for his watchfulness.
Ella	The true name of Cinderella's heroine. "Cinder Ella" was a derisive nickname, born from her hard work always leaving her dusty and sooty. After marrying her prince, she became "Princess Ella."
