en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Makougaon	マハコウガオン	마하코우가온	玛哈克加翁	瑪哈克加翁	Makougaon	Makougaon	Makougaon	Makougaon	Makougaon	Makougaon	Макугаон	Makougaon
Divine Judgment	神の審判	신의 심판	神之审判	神之審判	Himmlisches Urteil	Juicio divino	Jugement divin	Giudizio divino	Boski osąd	Julgamento Divino	Суд Божий	İlahi Muhakeme
Hama	ハマ	하마	哈玛	哈瑪	Hama	Hama	Hama	Hama	Hama	Hama	Хама	Hama
Mahama	マハンマ	마한마	玛翰玛	瑪翰瑪	Mahama	Mahama	Mahama	Mahama	Mahama	Mahama	Махама	Mahama
Hamaon	ハマオン	하마온	哈玛翁	哈瑪翁	Hamaon	Hamaon	Hamaon	Hamaon	Hamaon	Hamaon	Хамаон	Hamaon
Mahamaon	マハンマオン	마한마온	玛翰玛翁	瑪翰瑪翁	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Mahamaon	Махамаон	Mahamon
Eiha	エイハ	에이하	耶哈	耶哈	Eiha	Eiha	Eiha	Eiha	Eiha	Eiha	Эйха	Eiha
Eiga	エイガ	에이가	耶加	耶加	Eiga	Eiga	Eiga	Eiga	Eiga	Eiga	Эйга	Eiga
Eigaon	エイガオン	에이가온	耶加翁	耶加翁	Eigaon	Eigaon	Eigaon	Eigaon	Eigaon	Eigaon	Эйгаон	Eigaon
Maeiha	マハエイハ	마하에이하	玛哈耶哈	瑪哈耶哈	Maeiha	Maeiha	Maeiha	Maeiha	Maeiha	Maeiha	Маэйха	Maeiha
Maeiga	マハエイガ	마하에이가	玛哈耶加	瑪哈耶加	Maeiga	Maeiga	Maeiga	Maeiga	Maeiga	Maeiga	Маэйга	Maeiga
Maeigaon	マハエイガオン	마하에이가온	玛哈耶加翁	瑪哈耶加翁	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Maeigaon	Маэйгаон	Maeigaon
Demonic Decree	悪魔の審判	악마의 심판	恶魔审判	惡魔審判	Dämonen-Dekret	Decreto demoníaco	Décret démoniaque	Decreto demoniaco	Demoniczny dekret	Decreto Demoníaco	Дьявольский указ	Şeytani Hüküm
Mudo	ムド	무드	姆多	姆多	Mudo	Mudo	Mudo	Mudo	Mudo	Mudo	Мудо	Mudo
Mamudo	マハムド	마하무드	玛哈姆多	瑪哈姆多	Mamudo	Mamudo	Mamudo	Mamudo	Mamudo	Mamudo	Мамудо	Mamudo
Mudoon	ムドオン	무드온	姆多翁	姆多翁	Mudoon	Mudoon	Mudoon	Mudoon	Mudoon	Mudoon	Мудоон	Mudoon
Mamudoon	マハムドオン	마하무드온	玛哈姆多翁	瑪哈姆多翁	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Mamudoon	Мамудоон	Mamudoon
Marin Karin	マリンカリン	마린카린	马琳卡琳	馬琳卡琳	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Marin Karin	Марин Карин	Marin Karin
Sexy Dance	セクシーダンス	섹시 댄스	性感之舞	色誘之舞	Erotischer Tanz	Baile seductor	Danse sexy	Danza sexy	Seksowny taniec	Dança Sensual	Чарующий танец	Seksi Dans
Bewilder	ネコダマシ	네코다마시	欺敌奇招	嚇唬	Irreführen	Desconcertar	Désarroi	Sconcerto	Oszołomienie	Desnorteio	Запутывание	Hayrete Düşürme
Eerie Sound	フラッシュノイズ	플래시 노이즈	闪光噪声	急響雜音	Gruseliges Geräusch	Sonido espeluznante	Son inquiétant	Suono inquietante	Upiorny dźwięk	Som Lúgubre	Зловещий звук	Ürkütücü Ses
Pulinpa	プリンパ	프린파	普林帕	普林帕	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Pulinpa	Пулинпа	Pulinpa
Tentarafoo	テンタラフー	텐타라후	颠塔拉弗	顛塔拉弗	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Tentarafoo	Тентарафу	Tentarafoo
Evil Touch	デビルタッチ	데빌 터치	恶魔之触	惡魔之觸	Furchtanflug	Toque maligno	Caresse du Mal	Tocco del male	Złowieszczy dotyk	Toque Maligno	Касание зла	Kötülük Dokunuşu
Evil Smile	デビルスマイル	데빌 스마일	恶魔微笑	惡魔微笑	Teuflisches Lächeln	Sonrisa maligna	Sourire du Mal	Ghigno crudele	Złowieszczy uśmiech	Sorriso Maligno	Злая усмешка	Kötülük Gülümsemesi
Ghastly Wail	亡者の嘆き	망자의 탄식	亡者喟叹	亡者喟嘆	Grausiges Geheul	Lamento espectral	Gémissement sinistre	Urlo spettrale	Upiorny lament	Lamento Medonho	Жуткий вой	Korkunç Çığlık
Provoke	バリゾーゴン	매리잡언	恶毒咒骂	破口大罵	Provozieren	Provocar	Provocation	Provoca	Prowokacja	Provocação	Провокация	Kışkırtma
Infuriate	終末の予言	종말의 예언	终焉预言	末日預言	Wutausbruch	Enfurecer	Exaspération	Infuriare	Rozwścieczenie	Enfurecimento	Разъярение	Çileden Çıkarma
Poisma	ポイズマ	포이즈마	施毒术	波伊佐瑪	Poisma	Poisma	Poisma	Poisma	Poisma	Poisma	Пойсма	Zehirleyici
Poison Mist	ポイズンミスト	포이즌 미스트	毒雾	毒霧	Giftnebel	Neblina venenosa	Brume empoisonnée	Nebbia velenosa	Trująca mgła	Névoa Venenosa	Ядовитый туман	Zehir Sisi
Virus Breath	ウィルスブレス	바이러스 브레스	病毒之息	病毒氣息	Virusatem	Aliento vírico	Souffle viral	Soffio pestilenziale	Wirusowe tchnienie	Sopro Virulento	Вздох болезни	Virüslü Nefes
Foul Breath	淀んだ吐息	무거운 한숨	污秽吐息	汙穢吐息	Stinkatem	Aliento fétido	Souffle fétide	Alito mefitico	Nieświeży oddech	Sopro Fétido	Зловоние	Ağız Kokusu
Stagnant Air	淀んだ空気	무거운 공기	污秽空气	汙穢空氣	Dicke Luft	Aire estancado	Air stagnant	Aria stagnante	Ciężkie powietrze	Ar Estagnado	Затхлый воздух	Durgun Hava
Life Drain	吸血	흡혈	吸血	吸血	Lebensentzug	Absorción de salud	Siphon vital	Risucchio vitale	Wyssanie życia	Dreno Vital	Кража жизни	Can Emme
Spirit Drain	吸魔	흡마	吸魔	吸魔	Geistesentzug	Absorción de espíritu	Siphon spirituel	Risucchio spirituale	Wyssanie ducha	Dreno Espiritual	Кража духа	Öz Emme
Bash	突撃	돌격	突击	突擊	Schlag	Arremetida	Agression	Affondo	Grzmotnięcie	Pancada	Тумак	Sert Vuruş
Assault Dive	アサルトダイブ	어설트 다이브	俯冲突击	俯衝突擊	Angriffssprung	Asalto	Attaque plongeon	Attacco in picchiata	Skok w przeciwnika	Assalto Repentino	Пикирование	Hücum Dalışı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Swift Strike	電光石火	전광석화	电光石火	電光石火	Tempoangriff	Golpe veloz	Frappe éclair	Colpo fulmineo	Szybki cios	Golpe Veloz	Быстрый удар	Seri Vuruş
Sonic Punch	ソニックパンチ	소닉 펀치	音速拳	音速拳	Schallschlag	Puño sónico	Poing sonique	Pugno sonico	Soniczne uderzenie	Soco Sônico	Звуковой пробой	Ses Yumruğu
Heat Wave	ヒートウェイブ	히트 웨이브	灼热波浪	灼熱波浪	Hitzewelle	Ola de calor	Onde brûlante	Ondata di caldo	Fala ciepła	Onda Térmica	Импульс жара	Isı Dalgası
Gigantic Fist	ギガンフィスト	기간 피스트	巨人铁拳	巨人鐵拳	Riesenfaust	Puño gigantesco	Poing titanesque	Pugno gargantuesco	Gigantyczna pięść	Punho Gigantesco	Титанов кулак	Devasa Yumruk
Akasha Arts	アカシャアーツ	아카샤 아츠	虚无艺术	虛無藝術	Akasha-Künste	Artes etéreas	Arts de l'akasha	Arti akashiche	Sztuka Akashy	Arte Akáshica	Ремесло Акаши	Akasha Sanatı
God's Hand	ゴッドハンド	갓 핸드	神之手	神之手	Gotteshand	Mano de Dios	Main de Dieu	Mano di Dio	Ręka Boga	Mão Divina	Длань бога	Tanrı'nın Eli
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Fatal End	デッドエンド	데드 엔드	死亡终结	死亡終結	Schlimmes Ende	Final fatídico	Fatalité	Finale tragico	Fatalny koniec	Final Fatal	Погибель	Ölümcül Son
Getsu-ei	月影	월영	月影	月影	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Getsu-ei	Гэцу-эи	Getsu-ei
Zan-ei	残影	잔영	残影	殘影	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Zan-ei	Зан-эи	Zan-ei
Neuro Slash	ニューロクランチ	뉴로 크런치	神经碎断	神經休克	Neuro-Hieb	Neurocorte	Taillade mentale	Neurotaglio	Cięcie neuronowe	Corte Neural	Нейро-разрез	Sinir Kesici
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Blade of Fury	利剣乱舞	이검난무	利剑乱舞	利劍亂舞	Klinge des Zorns	Espada de furia	Lame furieuse	Lama dell'ira	Ostrze furii	Lâmina da Fúria	Клинок ярости	Gazap Kılıcı
Deathbound	デスバウンド	데스바운드	死亡界限	死亡界限	Todeswunsch	Portamuerte	Raid meurtrier	Attacco mortale	Pocałunek śmierci	Morte Certa	Тяга к смерти	Kaçınılmaz Ölüm
Tempest Slash	五月雨斬り	장대비 베기	五月雨斩	五月雨斬	Sturmhieb	Corte tempestuoso	Incision tempétueuse	Attacco tempesta	Cięcie nawałnicy	Corte Tempestuoso	Громовой разрез	Şiddetli Kesik
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Power Slash	パワースラッシュ	파워 슬래시	威力斩击	威力斬擊	Krafthieb	Corte poderoso	Puissante taillade	Taglio potente	Potężne cięcie	Corte Poderoso	Силовой разрез	Etkili Kesik
Vacuum Slash	真空斬	진공참	真空斩	真空斬	Vakuumhieb	Corte succionador	Taillade néantine	Fendente del vuoto	Cięcie próżni	Corte do Vácuo	Пустотный разрез	Vakum Kesik
Brave Blade	ブレイブザッパー	브레이브 재퍼	勇气之击	勇氣之擊	Mutklinge	Filo valeroso	Lame du courage	Lama turbinante	Dzielne ostrze	Lâmina Valente	Смелый клинок	Cesur Kılıç
Herculean Strike	金剛発破	금강발파	金刚发破	金剛發破	Herkulestat	Golpe hercúleo	Frappe herculéenne	Esplosione Vajra	Uderzenie Herkulesa	Golpe Hercúleo	Гераклов удар	Herkül Vuruşu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Single Shot	シングルショット	싱글 샷	单次射击	單次射擊	Einzelschuss	Disparo	Tir unique	Colpo singolo	Pojedynczy strzał	Disparo Singular	Выстрел	Tek Vuruş
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Holy Arrow	エンジェルアロー	엔젤 애로	天使之箭	天使之箭	Heiliger Pfeil	Flecha divina	Flèche sacrée	Freccia sacra	Święta strzała	Flecha Sagrada	Святая стрела	Kutsal Ok
Torrent Shot	ミリオンシュート	밀리언 슛	百万射击	百萬射擊	Sturzflutschuss	Disparo torrencial	Tir torrentiel	Fiumana di colpi	Ulewny strzał	Disparo Torrencial	Поток выстрелов	Şiddetli Vuruş
Arrow Rain	アローシャワー	애로 샤워	箭浴	箭浴	Pfeilregen	Lluvia de flechas	Pluie de flèches	Pioggia di frecce	Deszcz strzał	Chuva de Flechas	Дождь из стрел	Ok Yağmuru
Myriad Arrows	刹那五月雨撃	찰나 장대비 쏘기	刹那五月雨击	剎那五月雨擊	Endlose Pfeile	Mil flechas	Déluge de flèches	Miriade di frecce	Miriady strzał	Miríade de Flechas	Мириады стрел	Sayısız Ok
Primal Force	イノセントタック	이노센트 턱	纯真突刺	純真利劍	Urkraft	Fuerza primigenia	Force primale	Forza primordiale	Pierwotna moc	Força Primitiva	Первородная сила	Ana Güç
Vorpal Blade	空間殺法	공간살법	空间杀法	空間殺法	Vorpal-Klinge	Espada vorpal	Lame vorpale	Lama vorpal	Ostrze Vorpal	Lâmina Vorpal	Разящий клинок	Ölümcül Kılıç
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Cruel Attack	バスタアタック	버스터 어택	爆破攻击	破壞攻擊	Wütender Angriff	Ataque cruel	Attaque cruelle	Attacco cruento	Okrutny atak	Ataque Cruel	Жестокая атака	Zalim Saldırı
Vile Assault	マッドアサルト	매드 어설트	疯狂突击	瘋狂突擊	Fieser Angriff	Asalto vil	Assaut néfaste	Assalto ignobile	Podła napaść	Assalto Perverso	Гнусное нападение	Hain Saldırı
Poison Arrow	ポイズンアロー	포이즌 애로	毒箭	毒箭	Giftpfeil	Flecha venenosa	Flèche empoisonnée	Freccia velenosa	Zatruta strzała	Flecha Venenosa	Ядовитая стрела	Zehirli Ok
Dia	ディア	디아	迪亚	迪亞	Dia	Dia	Dia	Dia	Dia	Dia	Диа	Dia
Diarama	ディアラマ	디아라마	迪亚拉玛	迪亞拉瑪	Diarama	Diarama	Diarama	Diarama	Diarama	Diarama	Диарама	Diarama
Diarahan	ディアラハン	디아라한	迪亚拉翰	迪亞拉翰	Diarahan	Diarahan	Diarahan	Diarahan	Diarahan	Diarahan	Диарахан	Diarahan
Media	メディア	메디아	梅迪亚	梅迪亞	Media	Media	Media	Media	Media	Media	Медиа	Media
Mediarama	メディラマ	메디라마	梅迪拉玛	梅迪拉瑪	Mediarama	Mediarama	Mediarama	Mediarama	Mediarama	Mediarama	Медиарама	Mediarama
Mediarahan	メディアラハン	메디아라한	梅迪亚拉翰	梅迪亞拉翰	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Mediarahan	Медиарахан	Mediarahan
Salvation	メシアライザー	메시아라이저	救世主之愈	救世主之癒	Erlösung	Salvación	Salut	Salvezza	Zbawienie	Salvação	Душеспасение	Kurtuluş
Patra	パトラ	파트라	帕特拉	帕特拉	Patra	Patra	Patra	Patra	Patra	Patra	Патра	Patra
Me Patra	メパトラ	메파트라	梅帕特拉	梅帕特拉	Me Patra	Me Patra	Me Patra	Me Patra	Me Patra	Me Patra	Ме Патра	Me Patra
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Baisudi	バイスディ	바이스디	拜斯堤	拜斯堤	Baisudi	Baisudi	Baisudi	Baisudi	Baisudi	Baisudi	Байсуди	Baisudi
Mabaisudi	マハバイスディ	마하바이스디	玛哈拜斯堤	瑪哈拜斯堤	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Mabaisudi	Мабайсуди	Mabaisudi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amrita Drop	アムリタドロップ	암리타 드롭	甘露水滴	甘露水滴	Amritatropfen	Gota de Amrita	Goutte d'Amrita	Goccia di Amrita	Kropla Amrita	Gota de Amrita	Капля амриты	Amrita Damlası
Amrita Shower	アムリタシャワー	암리타 샤워	甘露之雨	甘露之雨	Amritadusche	Lluvia de Amrita	Pluie d'Amrita	Pioggia di Amrita	Deszcz Amrita	Chuva de Amrita	Ручьи амриты	Amrita Yağmuru
Recarm	リカーム	리캄	利卡姆	利卡姆	Recarm	Recarm	Recarm	Recarm	Recarm	Recarm	Рекам	Recarm
Samarecarm	サマリカーム	사마리캄	萨玛利卡姆	薩瑪利卡姆	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Samarecarm	Самарекам	Samarecarm
Tarunda	タルンダ	타룬다	塔伦达	塔倫達	Tarunda	Tarunda	Tarunda	Tarunda	Tarunda	Tarunda	Тарунда	Tarunda
Matarunda	マハタルンダ	마하타룬다	玛哈塔伦达	瑪哈塔倫達	Matarunda	Matarunda	Matarunda	Matarunda	Matarunda	Matarunda	Матарунда	Matarunda
Sukunda	スクンダ	스쿤다	斯坤达	斯坤達	Sukunda	Sukunda	Sukunda	Sukunda	Sukunda	Sukunda	Сукунда	Sukunda
Masukunda	マハスクンダ	마하스쿤다	玛哈斯坤达	瑪哈斯坤達	Masukunda	Masukunda	Masukunda	Masukunda	Masukunda	Masukunda	Масукунда	Masukunda
Rakunda	ラクンダ	라쿤다	拉坤达	拉坤達	Rakunda	Rakunda	Rakunda	Rakunda	Rakunda	Rakunda	Ракунда	Rakunda
Marakunda	マハラクンダ	마하라쿤다	玛哈拉坤达	瑪哈拉坤達	Marakunda	Marakunda	Marakunda	Marakunda	Marakunda	Marakunda	Маракунда	Marakunda
Dekunda	デクンダ	데쿤다	迪坤达	迪坤達	Dekunda	Dekunda	Dekunda	Dekunda	Dekunda	Dekunda	Декунда	Dekunda
Tarukaja	タルカジャ	타루카쟈	塔尔卡加	塔爾卡加	Tarukaja	Tarukaja	Tarukaja	Tarukaja	Tarukaja	Tarukaja	Тарукайя	Tarukaja
Matarukaja	マハタルカジャ	마하타루카쟈	玛哈塔尔卡加	瑪哈塔爾卡加	Matarukaja	Matarukaja	Matarukaja	Matarukaja	Matarukaja	Matarukaja	Матарукайя	Matarukaja
Sukukaja	スクカジャ	스쿠카쟈	斯库卡加	斯庫卡加	Sukukaja	Sukukaja	Sukukaja	Sukukaja	Sukukaja	Sukukaja	Сукукайя	Sukukaja
Masukukaja	マハスクカジャ	마하스쿠카쟈	玛哈斯库卡加	瑪哈斯庫卡加	Masukukaja	Masukukaja	Masukukaja	Masukukaja	Masukukaja	Masukukaja	Масукукайя	Masukukaja
Rakukaja	ラクカジャ	라쿠카쟈	拉库卡加	拉庫卡加	Rakukaja	Rakukaja	Rakukaja	Rakukaja	Rakukaja	Rakukaja	Ракукайя	Rakukaja
Marakukaja	マハラクカジャ	마하라쿠카쟈	玛哈拉库卡加	瑪哈拉庫卡加	Marakukaja	Marakukaja	Marakukaja	Marakukaja	Marakukaja	Marakukaja	Маракукайя	Marakukaja
Heat Riser	ヒートライザ	히트라이저	灼热奋起	灼熱奮起	Hitzeanstieg	Subidón	Embellie	Potenziamento	Rozgrzanie	Altercação	Экзотермия	Isı Yükseltici
Debilitate	ランダマイザ	랜더마이저	女巫诅咒	女巫詛咒	Entkräften	Debilitar	Affaiblissement	Debilitazione	Osłabienie	Debilitação	Изнурение	Güçsüzleştirme
Charge	チャージ	차지	蓄力	蓄力	Ansturm	Carga	Charge	Carica	Szarża	Carga	Заряд	Dolum
Concentrate	コンセントレイト	컨센트레이트	专心致志	專心致志	Konzentration	Concentrar	Concentrer	Concentrazione	Koncentracja	Concentração	Концентрация	Odak
Dekaja	デカジャ	데카쟈	迪卡加	迪卡加	Dekaja	Dekaja	Dekaja	Dekaja	Dekaja	Dekaja	Декайя	Dekaja
Tetrakarn	テトラカーン	테트라칸	提特拉康	提特拉康	Tetrakarn	Tetrakarn	Tetrakarn	Tetrakarn	Tetrakarn	Tetrakarn	Тетракан	Tetrakarn
Makarakarn	マカラカーン	마카라칸	玛卡拉康	瑪卡拉康	Makarakarn	Makarakarn	Makarakarn	Makarakarn	Makarakarn	Makarakarn	Макаракан	Makarakarn
Rebellion	リベリオン	리벨리온	反叛	反叛	Rebellion	Rebelión	Rébellion	Ribellione	Rebelia	Rebelião	Бунт	İsyan
Revolution	レボリューション	레볼루션	革命	革命	Revolution	Revolución	Révolution	Rivoluzione	Rewolucja	Revolução	Восстание	Devrim
Fire Break	火炎ガードキル	화염 가드킬	消除火焰防御	消除火焰防禦	Feuerbruch	Ruptura de fuego	Stop feu	Vulnerabilità fuoco	Osłabienie odporności na ogień	Ruptura de Fogo	Раскол огня	Ateşten Kaçış
Ice Break	氷結ガードキル	빙결 가드킬	消除冰冻防御	消除冰凍防禦	Eisbruch	Ruptura de hielo	Stop glace	Vulnerabilità ghiaccio	Osłabienie odporności na lód	Ruptura de Gelo	Раскол льда	Buzdan Kaçış
Wind Break	疾風ガードキル	질풍 가드킬	消除疾风防御	消除疾風防禦	Windbruch	Ruptura de viento	Stop vent	Vulnerabilità vento	Osłabienie odporności na wiatr	Ruptura de Vento	Раскол ветра	Rüzgardan Kaçış
Elec Break	電撃ガードキル	전격 가드킬	消除电击防御	消除電擊防禦	Elektrobruch	Ruptura de electricidad	Stop élec.	Vulnerabilità elettrica	Osłabienie odporności na elektryczność	Ruptura Elétrica	Раскол молнии	Elektrikten Kaçış
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Recarmdra	リカームドラ	리캄드라	利卡姆多拉	利卡姆多拉	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Recarmdra	Рекамдра	Recarmdra
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Resist Slash	斬撃耐性	참격 내성	斩击耐性	斬擊耐性	Hieb widerstehen	Resistir corte	Résistance taillade	Resiste taglio	Odporność na cięcia	Resistir Corte	Сопрот. рассечению	Kesik Direnci
Null Slash	斬撃無効	참격 무효	斩击无效	斬擊無效	Hieb aufheben	Anular corte	Annulation taillade	Annulla taglio	Całkowita odporność na cięcia	Anular Corte	Блок рассечения	Kesik Sıfırlayıcı
Repel Slash	斬撃反射	참격 반사	斩击反弹	斬擊反彈	Hieb reflektieren	Repeler corte	Renvoi taillade	Riflette taglio	Odbicie cięć	Refletir Corte	Отражение рассечения	Kesik Püskürtücü
Drain Slash	斬撃吸収	참격 흡수	斩击吸收	斬擊吸收	Hieb entziehen	Absorber corte	Absorption taillade	Assorbe taglio	Wysysanie – cięcia	Absorver Corte	Поглощение рассечения	Kesik Emme
Resist Strike	打撃耐性	타격 내성	打击耐性	打擊耐性	Schlag widerst.	Resistir contundente	Résistance frappe	Resiste colpo	Odporność na uderzenia	Resistir Contusão	Сопрот. дроб. ударам	Vuruş Direnci
Null Strike	打撃無効	타격 무효	打击无效	打擊無效	Schlag aufheben	Anular contundente	Annulation frappe	Annulla colpo	Całkowita odporność na uderzenia	Anular Contusão	Блок дробящих ударов	Vuruş Sıfırlayıcı
