en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Composite Bow	コンポジットボウ	콤퍼짓 보	复合弓	複合弓	Kompositbogen	Arco compuesto	Arc composite	Arco composito	Łuk refleksyjny	Arco Composto	Композитный лук	Kompozit Yay
Magic Bow	魔力の弓	마력의 활	魔力之弓	魔力之弓	Magiebogen	Arco mágico	Arc magique	Arco magico	Magiczny łuk	Arco Mágico	Волшебный лук	Büyülü Yay
Great Bow	グレイトボウ	그레이트 보	雄伟之弓	巨弓	Großbogen	Gran arco	Grand arc	Arco grande	Wielki łuk	Arco Grande	Большой лук	Büyük Yay
Lightning Bow	ライトニングボウ	라이트닝 보	雷霆之弓	雷電弓	Blitzbogen	Arco relámpago	Arc de foudre	Arco del fulmine	Łuk błyskawic	Arco do Raio	Лук громовержца	Yıldırım Yayı
Hero's Bow	強者の弓	강자의 활	强者之弓	強者之弓	Heldenbogen	Arco de héroe	Arc héroïque	Arco dell'eroe	Łuk bohatera	Arco do Herói	Лук героя	Kahraman Yayı
Bow of Serenity	安心立命の弓	안심입명의 활	安心立命之弓	安心立命之弓	Gleichmutbogen	Arco de la serenidad	Arc de sérénité	Arco della calma	Łuk spokoju	Arco da Serenidade	Лук покоя	Sükunet Yayı
Yoichi's Bow	与一の弓	요이치의 활	与一之弓	與一之弓	Yoichis Bogen	Arco de Yoichi	Arc de Yoichi	Arco di Yoichi	Łuk Yoichiego	Arco de Yoichi	Лук Ёити	Yoichi'nin Yayı
Dhanush	ダヌーシュ	다누쉬	丹努什	達奴什	Dhanush	Dhanush	Dhanush	Dhanush	Dhanush	Dhanush	Дхануш	Dhanush
Maki's Resolve	巴の弓	토모에의 활	巴之弓	巴之弓	Makis Entschluss	Resolución de Maki	Volonté de Maki	Polso di Maki	Wola Maki	Determinação de Maki	Решимость Маки	Maki'nin Kararı
Sarnga	サルンガ	사릉가	萨伦伽	薩倫迦	Sarnga	Sarnga	Sharanga	Sarnga	Sarnga	Sarnga	Шарнга	Sarnga
Quintessence Bow	元始弩弓	원시노궁	元始弩弓	元始弩弓	Essenzbogen	Arco de quinta esencia	Arc de quintessence	Arco quintessenza	Łuk kwintesencji	Arco Quintessencial	Лук эфира	Özün Özü Yay
Source Yumi	原拠の和弓	근원의 활	原点之和弓	根據之和弓	Ursprungs-Yumi	Yumi del origen	Yumi originel	Yumi sorgente	Yumi źródła	Yumi Nascente	Юми истока	Esas Yumi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Dreadnought	ドレッドノート	드레드노트	无畏	無畏	Dreadnought	Acorazado	Cuirassé	Corazzata	Drednot	Encouraçado	Дредноут	Dretnot
Kishin Bow	鬼神の弓	귀신의 활	鬼神之弓	鬼神之弓	Kishin-Bogen	Arco Kishin	Arc de Kishin	Arco Kishin	Łuk Kishina	Arco Kishin	Лук демонического бога	Kishin Yayı
Circe's Bow	魔弓キルケー	마궁 키르케	魔弓喀耳刻	魔弓喀耳刻	Kirkes Bogen	Arco de Circe	Arc de Circé	Arco di Circe	Łuk Kirke	Arco de Circe	Лук Цирцеи	Kirke'nin Yayı
Whirlwind Bow	旋風の弓	선풍의 활	旋风之弓	旋風之弓	Wirbelwindbogen	Arco de espiral	Arc du tourbillon	Arco turbinante	Łuk tornada	Arco do Furacão	Лук урагана	Hortum Yayı
Gale Bow	暴風の弓	폭풍의 활	暴风之弓	暴風之弓	Sturmbogen	Arco de vendaval	Arc tempétueux	Arco della burrasca	Łuk wichury	Arco da Ventania	Лук бури	Kasırga Yayı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Calamity Bow	厄害の弓	재해의 활	灾厄之弓	厄害之弓	Unheilsbogen	Arma calamidad	Arc de la calamité	Arco della calamità	Łuk plagi	Arco da Calamidade	Лук бедствия	Facia Yayı
Imitation Katana	模造刀	모조도	仿真刀	仿真刀	Katana-Kopie	Katana de imitación	Katana factice	Katana d'imitazione	Imitacja katany	Katana Falsa	Декоративная катана	İmitasyon Katana
Bastard Sword	ブレイブソード	브레이브 소드	勇气之剑	勇氣之劍	Anderthalbhänder	Espada bastarda	Épée bâtarde	Spada bastarda	Bastard	Espada Bastarda	Полуторный меч	Soysuz Kılıç
Kishido Blade	キシドーブレード	기사도 블레이드	骑士道之剑	騎士道之劍	Kishido-Klinge	Hoja de Kishido	Glaive Kishido	Spada Kishido	Ostrze kishido	Lâmina Kishido	Клинок Кисидо	Kishido Kılıcı
Great Sword	グレートソード	그레이트 소드	大剑	巨劍	Großschwert	Gran espada	Espadon	Spadone	Wielki miecz	Montante	Большой цвайхандер	Büyük Kılıç
Raikou	雷光	뇌광	雷光	雷光	Raikou	Raikou	Raikou	Raikou	Raikou	Raikou	Райко	Raikou
Two-Handed Sword	トゥハンドソード	투핸디드 소드	双手大剑	雙手劍	Zweihänder	Espada de dos manos	Épée à deux mains	Spada a due mani	Miecz dwuręczny	Espada de Duas Mãos	Двуручный меч	İki Elle Tutulabilen Kılıç
All-Purpose Katana	十徳刀	십덕도	十德刀	十德刀	Allzweck-Katana	Katana multiusos	Katana multi-usage	Katana multiuso	Uniwersalna katana	Katana Versátil	Универсальная катана	Çok Amaçlı Katana
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Spiked Bat	釘バット	못 박힌 배트	镶钉球棒	狼牙棒	Stachelschläger	Bate de pinchos	Batte cloutée	Mazza spinata	Kij z kolcami	Taco de Espinhos	Бита с шипами	Çivili Sopa
Zanbatou	斬馬刀	참마도	斩马刀	斬馬刀	Zanbatou	Zanbatou	Zanbatou	Zanbatou	Zanbato	Zanbatou	Дзамбато	Zanbatou
Assassin's Blade	アサシンブレード	어새신 블레이드	刺客之剑	刺客刀	Assassinenklinge	Hoja de asesino	Lame d'assassin	Lama dell'assassino	Ostrze zabójcy	Lâmina do Assassino	Клинок убийцы	Suikastçının Kılıcı
Tsubaki-maru	椿丸	츠바키마루	椿丸	樁丸	Tsubaki-maru	Tsubaki-maru	Tsubaki-maru	Tsubaki-maru	Tsubaki-maru	Tsubaki-maru	Цубаки-мару	Tsubaki-maru
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Buster Blade	バスターブレード	버스터 블레이드	巨剑	破壞劍	Brecherklinge	Filo destructor	Lame pourfendeuse	Lama della virago	Ostrze pogromcy	Lâmina Destruidora	Палаш	Alem Kılıcı
Mikazuki Munechika	三日月宗近	미카즈키 무네치카	三日月宗近	三日月宗近	Mikazuki Munechika	Mikazuki Munechika	Mikazuki Munechika	Mikazuki Munechika	Mikazuki Munechika	Mikazuki Munechika	Микадзуки Мунэтика	Mikazuki Munechika
Kaketsushinto	化結心刀	화결심도	化结心刀	化結心刀	Kaketsushinto	Kaketsushinto	Kaketsushinto	Kaketsushinto	Kaketsushinto	Kaketsushinto	Какэцусинто	Kaketsushinto
Deathbringer	デスブリンガー	데스브링어	告死者	死亡使者	Todbringer	Enjuiciadora	Lame funèbre	Araldo di morte	Zwiastun śmierci	Arauto da Morte	Посланник смерти	Ölüm Çağıran
Caladbolg	カラドボルグ	칼라드볼그	卡拉德波加	螺旋劍	Caladbolg	Caladbolg	Caladbolg	Caladbolg	Caladbolg	Caladbolg	Каладболг	Caladbolg
Apocalypse	黙示刀	묵시도	默示刀	啟示刀	Apokalypse	Apocalipsis	Apocalypse	Apocalisse	Apokalipsa	Apocalipse	Апокалипсис	Kıyamet
Tobi-botaru	飛蛍	반디	飞萤	飛螢	Tobi-botaru	Tobi-botaru	Tobi-botaru	Tobi-botaru	Tobi-botaru	Tobi-botaru	Тоби-ботару	Tobi-botaru
Elixir Sword	エリクシルソード	엘릭시르 소드	圣灵之剑	永生劍	Elixier-Schwert	Espada de elixir	Épée d'alchimie	Spada elisir	Miecz eliksiru	Espada Alquímica	Меч эликсира	İksir Kılıcı
Orochito	大蛇刀	이무기도	大蛇刀	大蛇刀	Orochito	Orochito	Orochito	Orochito	Orochito	Orochito	Орочито	Orochito
Balmung	バルムンク	발뭉	巴鲁姆克	巴爾蒙克	Balmung	Balmung	Balmung	Balmung	Balmung	Balmung	Бальмунг	Balmung
Laevateinn	レーヴァンテイン	레바테인	烈焰魔剑	雷瓦汀	Laevateinn	Laevateinn	Laevateinn	Laevateinn	Laevateinn	Laevateinn	Лэватейнн	Laevateinn
Masakado's Katana	マサカドの刀	마사카도의 도	将门之刀	平將門之刀	Masakados Katana	Katana de Masakado	Katana de Masakado	Lama di Masakado	Katana Masakada	Katana de Masakado	Катана Масакадо	Masakado'nun Katanası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Claymore	クレイモア	클레이모어	阔剑	闊刃大劍	Claymore	Espadón	Claymore	Claymore	Miecz obosieczny	Claymore	Клеймор	Koca Kılıç
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Juzumaru	数珠丸恒次	쥬즈마루 츠네츠구	数珠丸恒次	數珠丸恆次	Juzumaru	Juzumaru	Juzumaru	Juzumaru	Juzumaru	Juzumaru	Дзюдзумару	Juzumaru
Dojigiri Yasutsuna	童子切安綱	도지기리 야스츠나	童子切安纲	童子切安綱	Dojigiri Yasutsuna	Dojigiri Yasutsuna	Dojigiri Yasutsuna	Dojigiri Yasutsuna	Dojigiri Yasutsuna	Dojigiri Yasutsuna	Додзигири Ясуцуна	Dojigiri Yasutsuna
Berserker	ベルセルク	베르세르크	狂战士之剑	狂暴劍	Berserker	Frenesí	Berserker	Berserk	Berserker	Berserker	Берсерк	Vahşi Savaşçı
Crimson Greatsword	紅の大剣	붉은 대검	红之大剑	紅之大劍	Scharlach-Großschwert	Mandoble cruel	Espadon pourpre	Spadone cremisi	Karmazynowy wielki miecz	Montante Carmesim	Багровый цвайхандер	Kızıl Büyük Kılıç
Blazing Greatsword	残り火の大剣	잔화의 대검	余火大剑	餘燼大劍	Loderndes Großschwert	Mandoble ardiente	Espadon ardent	Spadone fiammeggiante	Płonący wielki miecz	Montante Abrasador	Пламенный цвайхандер	Alevli Büyük Kılıç
Qingdi Blade	青帝刀	청제도	青帝刀	青帝刀	Qingdi-Klinge	Filo Qingdi	Lame Qingdi	Lama di Cangdi	Ostrze qingdi	Lâmina Qingdi	Клинок Цинди	Qingdi Kılıcı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Brass Gloves	ブラスグローブ	브라스 글러브	黄铜拳套	黃銅拳套	Messinghandschuh	Guantes de latón	Gants en cuivre	Guanti d'ottone	Mosiężne rękawice	Luvas de Latão	Латунные рукавицы	Pirinç Kaplama Eldiven
Bladefist	グランカーニバル	그랑 카니발	大狂欢	歡樂嘉年華	Klingenfaust	Garrafilada	Poings-lames	Manotagliente	Ostrzopięść	Punho Afiado	Кулак-лезвие	Kesici Yumruk
Sonic Fist	ソニックバレット	소닉 불릿	音速子弹	音速拳套	Schallfaust	Puño sónico	Gants soniques	Pugno sonico	Soniczna pięść	Punho Sônico	Громкий кулак	Sonik Yumruk
Kaiser Knuckles	カイザーナックル	카이저 너클	凯萨指虎	指虎	Kaiserschlagring	Nudilleras emperador	Poings kaiser	Tirapugni kaiser	Kastet cesarza	Soqueira do Kaiser	Кастет кайзера	İmparator Muştası
Beast Fangs	ビーストファング	비스트 팽	兽牙爪刃	野獸之牙	Bestienzähne	Colmillos de bestia	Crocs de la bête	Zanne bestiali	Kły bestii	Presas Animalescas	Клыки зверя	Canavar Dişleri
Champion Gloves	チャンピオングラブ	챔피언 글러브	冠军拳套	冠軍拳套	Heldenhandschuhe	Guantes de campeón	Gants de champion	Guanti del campione	Rękawice czempiona	Luvas do Campeão	Перчатки чемпиона	Şampiyon Eldiveni
Jack's Gloves	ジャック手袋	잭 장갑	杰克手套	傑克手套	Jacks Handschuhe	Guantes de Jack	Gants de Jack	Guanti di Jack	Rękawice Jacka	Luvas do Jack	Перчатки Джека	Jack'in Eldiveni
Meteor Knuckles	メテオナックル	미티어 너클	陨星指虎	流星指虎	Meteorschlagring	Nudilleras meteoro	Poings météores	Tirapugni della meteora	Kastet meteorytu	Soqueira Meteórica	Метеоритный кастет	Meteor Muştası
Gusto Gloves	漢気のグローブ	사나이의 글러브	豪气拳套	硬漢拳套	Gustohandschuhe	Guantes personalizados	Gants énergiques	Guanti ricercati	Rękawice zapału	Luvas Gusto	Перчатки пылкости	Gusto Eldiveni
Fists of Fury	怒りの鉄拳	분노의 철권	怒之铁拳	怒之鐵拳	Fäuste des Zorns	Puños de furia	Poings furieux	Pugni della furia	Pięści furii	Punhos da Fúria	Кулак ярости	Gazap Yumrukları
Wicked Cestus	ヘルセスタス	헬 세스타스	地狱棘拳套	地獄棘拳套	Fieser Cestus	Cestus perverso	Cestes fourbes	Cestus crudele	Szalony cestus	Cestus Malévolo	Цест гладиатора	Kötücül Dövüş Eldiveni
Blood Baghnakh	ブラッドバグナウ	블러드 바그나우	染血拳刃	鮮血指虎	Blutiges Baghnakh	Baghnakh sangriento	Baghnakh sanglant	Baghnakh sanguigni	Krwawy baghnakh	Baghnakh Sangrento	Когти кровопийцы	Kanlı Baghnakh
Titanic Knuckles	ギガンナックル	기간 너클	巨人指虎	巨人拳套	Titanschlagring	Nudilleras titánicas	Super poings	Tirapugni titanici	Kastet tytana	Soqueira Titânica	Кастет титана	Titan Muşta
Pugilist's Fists	拳闘士の拳	권투사의 주먹	拳斗士之拳	拳鬥士之拳	Boxhandschuhe	Puños de pugilista	Gants de pugiliste	Guanti del pugile	Pięści boksera	Punhos do Pugilista	Перчатки бойца	Boksör Yumrukları
Crusher Fist	ポットショット	포트 샷	乱击手套	破壞拳套	Schmetterfaust	Puño triturador	Poings broyeurs	Pugno distruttore	Pięść łamacza	Punho Esmagador	Перчатки крушителя	Ezici Yumruk
Wings of Vanth	グレインパイル	그레인 파일	隐秘袖刺	穀粒敲擊樁	Vanth-Schwingen	Alas de Vanth	Ailes de Vanth	Ali di Vanth	Skrzydła Vanth	Asas de Vanth	Крылья Вант	Vanth'ın Kanatları
Supreme Gloves	シュプリームグラブ	슈프림 글러브	至尊拳套	頂尖拳套	Herrscherhandschuhe	Guantes supremos	Gants suprêmes	Guanti supremi	Najlepsze rękawice	Luvas Supremas	Перчатки превосходства	Yüce Eldiven
Diamond Knuckles	ダイヤモンドナックル	다이아몬드 너클	钻石指虎	鑽石指虎	Diamantschlagringe	Nudilleras de diamante	Poings diamants	Tirapugni diamantati	Diamentowy kastet	Soqueira de Diamante	Алмазный кастет	Elmas Muşta
Golden Gloves	レジェンドグラブ	레전드 글러브	传奇拳套	傳說拳套	Goldhandschuhe	Guantes de oro	Gants dorés	Guanti dorati	Złote rękawice	Luvas Douradas	Золотые перчатки	Altın Eldiven
Dragon Fangs	ドラゴンファング	드래곤 팽	龙牙爪刃	猛龍之牙	Drachenzähne	Colmillos de dragón	Crocs de dragon	Zanne del drago	Kły smoka	Presas de Dragão	Клыки дракона	Ejder Dişleri
Double Ziggurat	ダブルジグラット	더블 지구라트	双子神塔	雙神廟拳套	Doppel-Ziggurat	Zigurat doble	Double Ziggurat	Doppi ziggurat	Podwójny zikkurat	Zigurate Duplo	Двойной зиккурат	Çifte Ziggurat
Sabazios	サバジオス	사바지오스	萨巴兹乌斯	賽巴基歐斯之手	Sabazios	Sabazios	Sabazios	Sabazios	Sabazios	Sabazios	Сабазий	Sabazios
Evil Gloves	終極の魔手	최후의 마수	终极魔手	終極的魔手	Dämonenhandschuhe	Guantes malignos	Gants maléfiques	Guanti malvagi	Złowieszcze rękawice	Luvas Malignas	Перчатки зла	Kötülük Eldiveni
Root Cestus	ルーツセスタス	루츠 세스타스	根源棘拳套	根源棘拳套	Wurzel-Cestus	Cestus de raíz	Cestes primitifs	Cestus radice	Prymitywny cestus	Cestus Radicular	Цест корневища	Köklü Dövüş Eldiveni
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Heaven's Fists	ヘブンズフィスト	헤븐즈 피스트	天堂铁拳	天堂之拳	Himmelsfäuste	Puños celestiales	Poings du paradis	Pugni celesti	Pięści niebios	Punhos Celestiais	Небесные перчатки	Cennetin Yumrukları
Spirit Gloves	スピリットグローブ	스피릿 글러브	精灵拳套	精神拳套	Geisthandschuhe	Guantes espirituales	Gants spirituels	Guanti spirituali	Rękawice ducha	Luvas Espirituais	Перчатки духа	Öz Eldiveni
Rapid Bands	ラピッドバンド	래피드 핸드	迅捷拳箍	急速護腕	Rapidbänder	Cinta célere	Bracelets véloces	Fascia rapida	Opaski szybkości	Bandagens Rápidas	Повязки скорости	Hızlı Bant
Thunder Knuckles	サンダーナックル	선더 너클	闪电指虎	閃電指虎	Donnerschlagring	Nudilleras de trueno	Poings du tonnerre	Tirapugni tonanti	Kastet gromu	Soqueira Trovejante	Громовой кастет	Gök Gürültüsü Muştası
Jack's Gauntlets	真・ジャックグローブ	진·잭 글러브	真·杰克手套	真．傑克手套	Jacks Stulpen	Guanteletes de Jack	Gantelets de Jack	Guanti d'arme di Jack	Rękawice Jacka	Manoplas do Jack	Наручи Джека	Jack'in Zırh Eldiveni
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
