en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Butler Suit	執事服	집사복	管家服	管家服	Butleranzug	Traje de mayordomo	Tenue de majordome	Abito da maggiordomo	Strój kamerdynera	Terno de Mordomo	Костюм дворецкого	Kahya Takım Elbisesi
Blue Shorts	ブルーバミューダ	블루 버뮤다	蓝色沙滩短裤	藍色百幕達短褲	Blaue Shorts	Pantalones cortos	Short bleu	Pantaloncini blu	Niebieskie spodenki	Bermuda Azul	Синие шорты	Mavi Şort
Crew Neck T-Shirt	クルーネックＴシャツ	크루넥 티셔츠	圆领Ｔ恤	圓領Ｔ恤	Rundhals-T-Shirt	Camiseta cuello redondo	T-shirt ras du cou	Maglietta a girocollo	Koszulka z wycięciem	Camiseta Gola Redonda	Футболка с круглым вырезом	Bisiklet Yaka Tişört
Dark Jacket	ダークジャケット	다크 재킷	暗黑夹克	闇黑夾克	Dunkle Jacke	Chaqueta oscura	Veste sombre	Giacca scura	Ciemna kurtka	Jaqueta Escura	Темная куртка	Koyu Ceket
Summer Uniform (M)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Battle Panties	ハイレグアーマー	하이레그 아머	高叉紧身护具	高叉盔甲	Bikinihöschen	Bragas de combate	Culotte de combat	Intimo da guerra	Bitewne figi	Calcinha de Batalha	Боевое белье	Savaş Pantolonu
Pink Bikini	ピンクビキニ	핑크 비키니	粉色比基尼	粉紅比基尼	Rosa Bikini	Bikini rosa	Bikini rose	Bikini rosa	Różowe bikini	Biquíni Rosa	Розовое бикини	Pembe Bikini
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Yukari's Maid Outfit	ゆかりメイド服	유카리 메이드복	由加莉女仆装	由加莉女僕裝	Maid-Kostüm	Traje de sirvienta	Tenue de soubrette	Vestito da maid	Strój służącej	Roupa de Criada	Костюм горничной	Hizmetçi Kıyafeti
Summer Garb (F)	ゆかり私服・夏	유카리 사복·여름	由加莉便服·夏季	由加莉便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (F)	ゆかり私服・冬	유카리 사복·겨울	由加莉便服·冬季	由加莉便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Summer Uniform (F)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Red Shorts	レッドバミューダ	레드 버뮤다	红色沙滩短裤	紅色百幕達短褲	Rote Shorts	Pantalones rojos	Short rouge	Pantaloncini rossi	Czerwone spodenki	Bermuda Vermelha	Красные шорты	Kırmızı Şort
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Junpei's Tuxedo	順平執事服	준페이 집사복	顺平管家服	順平管家服	Smoking	Esmoquin	Smoking	Abito da sera	Smoking	Smoking	Фрак	Smokin
Summer Garb (M)	順平私服・夏	준페이 사복·여름	顺平便服·夏季	順平便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (M)	順平私服・冬	준페이 사복·겨울	顺平便服·冬季	順平便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Summer Uniform (M)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Akihiko's Tuxedo	真田執事服	사나다 집사복	真田管家服	真田管家服	Smoking	Esmoquin	Smoking	Abito da sera	Smoking	Smoking	Фрак	Smokin
Blue Swimwear	ブルーブーメラン	블루 삼각	蓝色三角泳裤	藍色競技泳褲	Blaue Badehose	Bañador azul	Maillot de bain bleu	Costume blu	Niebieskie kąpielówki	Sunga Azul	Синий купальник	Mavi Mayo
Summer Garb (M)	真田私服・夏	사나다 사복·여름	真田便服·夏季	真田便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (M)	真田私服・冬	사나다 사복·겨울	真田便服·冬季	真田便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Summer Uniform (M)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Sexy Armor	セクシーアーマー	섹시 아머	性感盔甲	性感鎧甲	Sexy Rüstung	Armadura seductora	Armure sexy	Armatura sexy	Seksowny pancerz	Armadura Sensual	Откровенная броня	Seksi Zırh
Elegant Bikini	エレガントビキニ	엘리건트 비키니	优雅比基尼	優雅的比基尼	Eleganter Bikini	Bikini elegante	Bikini élégant	Bikini elegante	Eleganckie bikini	Biquíni Elegante	Элегантное бикини	Şık Bikini
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Mitsuru's Maid Outfit	美鶴メイド服	미츠루 메이드복	美鹤女仆装	美鶴女僕裝	Maid-Kostüm	Traje de sirvienta	Tenue de soubrette	Vestito da maid	Strój służącej	Roupa de Criada	Костюм горничной	Hizmetçi Kıyafeti
Summer Garb (F)	美鶴私服・夏	미츠루 사복·여름	美鹤便服·夏季	美鶴便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (F)	美鶴私服・冬	미츠루 사복·겨울	美鹤便服·冬季	美鶴便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Summer Uniform (F)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Sky Sundress	スカイドレス	스카이 드레스	天蓝长裙	天空藍禮服	Himmelskleid	Vestido veraniego	Robe d'été bleue	Prendisole celeste	Błękitna letnia sukienka	Vestido Azul	Небесный сарафан	Gökyüzü Mavisi Yazlık Elbise
Aigis's Maid Outfit	アイギスメイド服	아이기스 메이드복	埃癸斯女仆装	埃癸斯女僕裝	Maid-Kostüm	Traje de sirvienta	Tenue de soubrette	Vestito da maid	Strój służącej	Roupa de Criada	Костюм горничной	Hizmetçi Kıyafeti
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Striped Wetsuit	ボーダーハーフスーツ	줄무늬 반신 수영복	短款连身泳衣	條紋短褲套裝	Gestreifter Neoprenanzug	Neopreno de rayas	Combi de plongée rayée	Muta a strisce	Pianka do nurkowania w paski	Wetsuit Listrado	Плавки в полоску	Şeritli Dalış Kıyafeti
Ken's Tuxedo	天田執事服	아마다 집사복	天田管家服	天田管家服	Smoking	Esmoquin	Smoking	Abito da sera	Smoking	Smoking	Фрак	Smokin
Summer Garb (M)	天田私服・夏	아마다 사복·여름	天田便服·夏季	天田便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (M)	天田私服・冬	아마다 사복·겨울	天田便服·冬季	天田便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Summer Uniform (M)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Koromaru's Tuxedo	コロマル執事服	코로마루 집사복	虎狼丸管家服	虎狼丸管家服	Smoking	Esmoquin	Smoking	Abito da sera	Smoking	Smoking	Фрак	Smokin
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Winged Dog Suit	羽付きドッグスーツ	날개 달린 도그 슈트	带翅膀狗狗服	小翅膀狗狗套裝	Hundeanzug mit Flügeln	Traje alado de perro	Tenue de chien ailé	Tuta canina alata	Skrzydlaty kombinezon dla psa	Roupa Canina Alada	Крылатый собачий костюм	Kanatlı Köpek Kıyafeti
Shinjiro's Tuxedo	荒垣執事服	아라가키 집사복	荒垣管家服	荒垣管家服	Smoking	Esmoquin	Smoking	Abito da sera	Smoking	Smoking	Фрак	Smokin
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Bicolor Shorts	バイカラーバミューダ	바이컬러 버뮤다	双色沙滩短裤	雙色百幕達短褲	Zweifarbige Shorts	Pantalones cortos bicolor	Short bicolore	Pantaloncini bicolore	Dwukolorowe spodenki	Bermuda Bicolor	Двухцветные шорты	İki Renkli Şort
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Winter Garb (M)	荒垣私服・冬	아라가키 사복·겨울	荒垣便服·冬季	荒垣便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Winter Uniform (M)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (F)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (M)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (M)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (F)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (F)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Aigis's Winter Uniform	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
Winter Uniform (M)	月光館学園制服・冬	월광관 고등학교 동복	月光馆学园校服·冬季	月光館學園制服．冬	Winterschuluniform	Uniforme de invierno	Uniforme d'hiver	Uniforme invernale	Zimowy uniform	Uniforme de Inverno	Зимняя форма	Kışlık Üniforma
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Gekkoukan Jersey	月光館指定ジャージ	월광관 지정 체육복	月光馆指定运动服	月光館校用運動服	Gekkoukan-Trikot	Chándal del Gekkoukan	Maillot de Gekkoukan	Tuta Gekkoukan	Koszulka z Gekkoukan	Uniforme de EF	Форменный свитер Гэккоукан	Gekkoukan Forması
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Summer Uniform (F)	月光館学園制服・夏	월광관 고등학교 하복	月光馆学园校服·夏季	月光館學園制服．夏	Sommerschuluniform	Uniforme de verano	Uniforme d'été	Uniforme estiva	Letni uniform	Uniforme de Verão	Летняя форма	Yazlık Üniforma
Summer Garb (F)	風花私服・夏	후카 사복·여름	风花便服·夏季	風花便服．夏	Sommerklamotten	Ropa de verano	Habit d'été	Stile estivo	Letnia odzież	Roupa de Verão	Летняя одежда	Yazlık Kıyafet
Winter Garb (F)	風花私服・冬	후카 사복·겨울	风花便服·冬季	風花便服．冬	Winterklamotten	Ropa de invierno	Habit d'hiver	Stile invernale	Zimowa odzież	Roupa de Inverno	Зимняя одежда	Kışlık Kıyafet
Lime Swimwear	ライムセパレート	라임 세퍼릿	青柠色分体泳装	萊姆綠分體式泳衣	Gelbe Badehose	Bañador lima	Maillot de bain citron	Costume lime	Limonkowy strój kąpielowy	Biquíni Verde	Ярко-зеленый купальник	Açık Yeşil Mayo
Alluring Armor	ビューティーアーマー	뷰티 아머	美丽盔甲	美麗鎧甲	Verlockende Rüstung	Armadura atractiva	Armure attrayante	Armatura seducente	Ponętny pancerz	Armadura Sensual	Манящая броня	Çekici Zırh
Fuuka's Maid Outfit	風花メイド服	후카 메이드복	风花女仆装	風花女僕裝	Maid-Kostüm	Traje de sirvienta	Tenue de soubrette	Vestito da maid	Strój służącej	Roupa de Criada	Костюм горничной	Hizmetçi Kıyafeti
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogamiׅ-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogamiׅ-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogami-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogami-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogami-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogami-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogamiׅ-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogamiׅ-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogamiׅ-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Yasogami Uniform	八十神高校制服	야소가미 교등학교 교복	八十神高中校服	八十神高中制服	Yasogami-Schuluniform	Uniforme del Yasogami	Uniforme de Yasogami	Uniforme Yasogami	Strój Yasogami	Uniforme do Yasogami	Форма школы Ясогами	Yasogami Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Shujin Uniform	秀尽学園制服	슈진 고등학교 교복	秀尽学园校服	秀盡學園制服	Shujin-Schuluniform	Uniforme del Shujin	Uniforme de Shujin	Uniforme Shujin	Strój Shujin	Uniforme da Shujin	Форма академии Сюдзин	Shujin Üniforması
Phantom Suit	ファントムスーツ	팬텀 슈트	幻影装	幻影裝	Phantommanzug	Fantastraje	Tenue fantôme	Vestito da Fantasma	Widmowy kombinezon	Roupa Phantom	Костюм Джокера	Hayalet Takım Elbisesi
Red Latex Suit	レッドラバースーツ	레드 러버 슈트	红色橡胶紧身衣	紅色橡膠緊身衣	Roter Latexanzug	Traje rojo de látex	Tenue en latex rouge	Tutina in latex rosso	Czerwony lateksowy kombinezon	Roupa de Látex	Костюм Пантеры	Kırmızı Lateks Takım Elbise
Pirate Armor	パイレーツアーマー	파이러츠 아머	海盗护甲	海盜護甲	Piratenanzug	Armadura de pirata	Armure pirate	Armatura pirata	Pancerz pirata	Armadura de Pirata	Костюм Черепа	Korsan Zırhı
Prince Suit	プリンススーツ	프린스 슈트	王子装	王子裝	Prinzenanzug	Traje de príncipe	Tenue de prince	Vestito da principe	Strój księcia	Traje de Príncipe	Костюм Лиса	Prens Takım Elbisesi
Metal Rider	メタルライダース	메탈 라이더스	金属骑士装	金屬騎士裝	Metallreiter	Motorista de metal	Cavalier de métal	Motociclista metallaro	Metalowy jeździec	Motoqueira de Metal	Костюм Королевы	Metal Parça
Cyber Gear	サイバースーツ	사이버 슈트	电子装	電子裝	Cyberanzug	Ciberequipamiento	Cyber-équipement	Vestito dell'hacker	Cyberkombinezon	Cibertecnologia	Костюм Оракула	Siber Teçhizat
Musketeer Suit	銃士の正装	총사의 정장	火枪手的正装	火槍手的正裝	Musketier-Anzug	Traje de mosquetero	Tenue de mousquetaire	Vestito da moschettiere	Strój muszkietera	Roupa de Mosqueteiro	Костюм Нуар	Silahşor Takım Elbisesi
