en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Old Document 07	人工島計画文書０７	인공섬 계획 문서 07	人工岛计划文书０７	人工島建設計畫書０７	Altes Dokument 7	Documento antiguo 7	Vieux document 7	Vecchio testo 07	Stary dokument 07	Documento Velho 07	Старый документ 07	07 Numaralı Eski Belge
Old Document 08	人工島計画文書０８	인공섬 계획 문서 08	人工岛计划文书０８	人工島建設計畫書０８	Altes Dokument 8	Documento antiguo 8	Vieux document 8	Vecchio testo 08	Stary dokument 08	Documento Velho 08	Старый документ 08	08 Numaralı Eski Belge
Progress Report	Ⅰ期　経過観察報告書	1기 경과 관찰 보고서	Ⅰ期　过程观察报告	Ｉ期　過程觀察報告書	Fortschrittsbericht	Informe de avances	Rapport de progression	Rapporto progressi	Raport z postępów	Relatório de Progresso	Отчет о ходе работы	İlerleme Raporu
Memoir 01	断片的な手記０１	단편적인 수기 01	碎片式的笔记０１	不完整的筆記本０１	Memoir 1	Memorias 1	Souvenir 1	Memorie 01	Pamiętnik 01	Memórias 01	Мемуары 01	01 Numaralı Anı Yazısı
Memoir 02	断片的な手記０２	단편적인 수기 02	碎片式的笔记０２	不完整的筆記本０２	Memoir 2	Memorias 2	Souvenir 2	Memorie 02	Pamiętnik 02	Memórias 02	Мемуары 02	02 Numaralı Anı Yazısı
Memoir 03	断片的な手記０３	단편적인 수기 03	碎片式的笔记０３	不完整的筆記本０３	Memoir 3	Memorias 3	Souvenir 3	Memorie 03	Pamiętnik 03	Memórias 03	Мемуары 03	03 Numaralı Anı Yazısı
Memoir 04	断片的な手記０４	단편적인 수기 04	碎片式的笔记０４	不完整的筆記本０４	Memoir 4	Memorias 4	Souvenir 4	Memorie 04	Pamiętnik 04	Memórias 04	Мемуары 04	04 Numaralı Anı Yazısı
Memoir 05	断片的な手記０５	단편적인 수기 05	碎片式的笔记０５	不完整的筆記本０５	Memoir 5	Memorias 5	Souvenir 5	Memorie 05	Pamiętnik 05	Memórias 05	Мемуары 05	05 Numaralı Anı Yazısı
Memoir 06	断片的な手記０６	단편적인 수기 06	碎片式的笔记０６	不完整的筆記本０６	Memoir 6	Memorias 6	Souvenir 6	Memorie 06	Pamiętnik 06	Memórias 06	Мемуары 06	06 Numaralı Anı Yazısı
Pine Resin	マツヤニの粉	송진 가루	松脂粉	松脂粉	Kiefernharz	Resina de pino	Résine de sapin	Resina di pino	Żywica sosnowa	Resina de Pinheiro	Сосновая смола	Çam Reçinesi
Fencing Épée	競技用のエペ	경기용 에페	竞技用重剑	競技用銳劍	Fechtdegen	Espada de esgrima	Épée d'escrime	Spada da scherma	Szpada do szermierki	Espada de Esgrima	Спортивная шпага	Eskrim Kılıcı
Glasses Wipe	幾月の眼鏡拭き	이쿠츠키의 안경 닦이	几月的眼镜布	幾月的眼鏡布	Brillenputztuch	Limpiador de gafas	Essuie-lunettes	Panno da occhiali	Ściereczka do okularów	Lenço para Óculos	Тряпочка для очков	Gözlük Bezi
Poinsettia	ポインセチア	포인세티아	一品红	聖誕紅	Weihnachtsstern	Flor de Pascua	Poinsettia	Stella di natale	Wilczomlecz	Bico-de-papagaio	Пуансеттия	Atatürk Çiçeği
Handheld Console	携帯ゲーム機	휴대용 게임기	便携式游戏机	攜帶型遊戲機	Handheld-Konsole	Consola portátil	Console portable	Console portatile	Przenośna konsola	Console Portátil	Портативная консоль	El Konsolu
Fruit Knife	荒垣の果物ナイフ	아라가키의 과도	荒垣的水果刀	荒垣的水果刀	Fruchtmesser	Cuchillo de fruta	Couteau à fruit	Coltello da frutta	Nóż do owoców	Faca de Fruta	Нож для фруктов	Meyve Bıçağı
Featherman R Figure	フェザーマンＲ人形	페더맨 R 인형	翔羽侠Ｒ玩偶	翔羽俠Ｒ玩偶	Featherman R Figure	Muñeco de Featherman R	Figurine Featherman R	Statuetta di Featherman R	Figurka Feathermana R	Featherman R	Фигурка рейнджера-феникса Р	Featherman R Figürü
Amateur Protein	アマプロテイン	아마프로테인	入门级蛋白粉	業餘新手蛋白粉	Amateur-Protein	Proteína para novatos	Protéine de base	Proteina amatori	Amatorskie białko	Proteína de Amadores	Любительский протеин	Amatör Proteini
Gourmet Dog Food	高級ドッグフード	고급 개 사료	高级狗粮	高級狗飼料	Gourmet-Hundefutter	Comida de perro gourmet	Super pâtée pour chien	Cibo canino scelto	Wyborna psia karma	Ração Premium	Изысканная еда для собак	Gurme Köpek Maması
Machine Oil	機械オイル	기계 오일	机械油	機械潤滑油	Maschinenöl	Aceite de máquina	Huile de machine	Olio motore	Olej silnikowy	Óleo Lubrificante	Машинное масло	Makine Yağı
Oden Juice	おでんジュース	어묵 주스	关东煮汁	關東煮混合汁	Oden-Saft	Zumo de oden	Bouillon d'oden	Succo Oden	Sok Oden	Suco de Oden	Сок одэн	Oden Suyu
Anatomical Model	人体模型	인체모형	人体模型	人體模型	Anatomisches Modell	Modelo anatómico	Modèle anatomique	Modello anatomico	Model anatomiczny	Boneco Anatômico	Анатомическая модель	Anatomi Modeli
Queen Elizabeth	クイーンエリザベス	퀸 엘리자베스	伊莉莎白女王	伊麗莎白女皇	Königin Elizabeth	Reina Elizabeth	Reine Elizabeth	Regina Elizabeth	Królowa Elżbieta	Rainha Elizabeth	Королева Элизабет	Kraliçe Elizabeth
Mahjong Tile	マージャン牌	마작 패	麻将牌	麻將牌	Mah-Jongg-Stein	Ficha de mahjong	Tuile de Mahjong	Tessera mahjong	Płytka do madżonga	Pedra de Mahjong	Кость для маджонга	Mahjong Taşı
Inari Sushi	いなり寿司	유부초밥	稻荷寿司	稻荷壽司	Inari Sushi	Sushi de inari	Sushi d'Inari	Sushi inari	Sushi inari	Sushi de Inari	Суши Инари	Inari Suşi
Kanetsugu's Helm	直江兼続公の兜	나오에 카네츠구의 투구	直江兼续公的头盔	直江兼續公的頭盔	Kanetsugus Haube	Yelmo de Kanetsugu	Casque de Kanetsugu	Elmo di Kanetsugu	Hełm Kanetsugu	Elmo de Kanetsugu	Шлем Канэцугу	Kanetsugu'nun Başlığı
Gekkoukan Boogie	月光音頭のＣＤ	월광가 CD	月光音头的ＣＤ	月光音頭歌謠的ＣＤ	Gekkoukan-Boogie	Baile del Gekkoukan	Gekkoukan Boogie	Gekkoukan Boogie	Boogie Gekkoukan	Gekkoukan Boogie	Гэккоуканское буги	Gekkoukan Dansı
Tanaka's Signature	たなか社長のサイン	타나카 사장의 사인	田中社长的签名	田中社長的簽名	Tanakas Autogramm	Firma de Tanaka	Signature de Tanaka	Firma di Tanaka	Podpis Tanaki	Assinatura do Tanaka	Подпись Танаки	Tanaka'nın İmzası
500-Yen Bill	５００円紙幣	500엔 지폐	５００元纸币	５００圓紙鈔	500-Yen-Schein	Billete de 500 yenes	Billet de 500 yens	Banconota da 500 yen	Banknot 500-jenowy	Nota de 500 Ienes	Купюра в 500 йен	500 Yenlik Fatura
Pretty Seashell	キレイな貝殻	예쁜 조개껍데기	漂亮的贝壳	漂亮的貝殼	Hübsche Muschel	Concha bonita	Joli coquillage	Conchiglia carina	Ładna muszelka	Concha Bonita	Красивая ракушка	Güzel Deniz Kabuğu
Strange Seaweed	ナゾの海藻	의문의 해초	神秘的海藻	神祕海藻	Seltsamer Seetang	Alga extraña	Algues étranges	Alga strana	Dziwne wodorosty	Alga Estranha	Странные водоросли	Tuhaf Deniz Yosunu
Yakushima Wood	屋久島の流木	야쿠시마의 유목	屋久岛的漂流木	屋久島的漂流木	Yakushima-Holz	Madera de Yakushima	Bois de Yakushima	Legno di Yakushima	Drewno z Yakushimy	Madeira de Yakushima	Дерево с Якусимы	Yakushima Dalı
Small Crab	小さなカニ	작은 게	小螃蟹	小螃蟹	Kleine Krabbe	Cangrejito	Petit crabe	Granchio piccolo	Mały krab	Caranguejinho	Маленький краб	Küçük Yengeç
Bandage Wrap	包帯	붕대	绷带	繃帶	Bandage	Vendaje	Bandage	Bende	Bandaż	Bandagem	Бинтовая повязка	Bandaj Sargı
Student Handbook	生徒手帳	학생 수첩	学生手册	學生手冊	Schülerhandbuch	Manual del alumno	Manuel de l'élève	Manuale dello studente	Podręcznik	Agenda de Aluno	Руководство учащихся	Öğrenci El Kitabı
Irresistible Catnip	悩殺猫じゃらし	뇌쇄 강아지풀	魅惑逗猫棒	魅惑逗貓棒	Unwiderstehliche Katzenminze	Hierba gatera irresistible	Cataire irrésistible	Erba gatta irresistibile	Kocimiętka	Erva-dos-gatos	Манящая кошачья мята	Karşı Konulmaz Kedi Nanesi
Letter of Thanks	感謝の手紙	감사 편지	感谢信	感謝信	Dankesbrief	Carta de agradecimiento	Lettre de remerciement	Lettera di ringraziamento	List z podziękowaniem	Carta de Gratidão	Письмо благодарности	Teşekkürler Mektubu
Christmas Present	クリスマスプレゼント	크리스마스 선물	圣诞礼物	聖誕禮物	Weihnachtsgeschenk	Regalo de Navidad	Cadeau de Noël	Regalo di Natale	Prezent świąteczny	Presente de Natal	Рождественский подарок	Noel Hediyesi
True Aohige Aojiru	究極の青ひげ青汁	궁극의 푸른 수염 녹즙	究极蓝胡子青汁	究極藍鬍子青汁	Wahres Aohige-Aojiru	Aojiru de Aohige	Aohige Aojiru avéré	Vero Aohige Aojiru	Prawdziwe Aohige Aojiru	Aojiru da Aohige 100%	Настоящее аодзиру «Аохигэ»	Gerçek Aohige Aojiru
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Baseball Glove	野球グローブ	야구 글러브	棒球手套	棒球手套	Baseballhandschuh	Guante de béisbol	Gant de baseball	Guanto da baseball	Rękawica baseballowa	Luva de Beisebol	Бейсбольная перчатка	Beyzbol Eldiveni
Hand Wraps	バンテージ	밴디지	运动绷带	手綁帶	Handwickel	Venda para manos	Couvre-mains	Fasce per le mani	Owijki	Faixas	Боксерские бинты	El Sargıları
Koromaru's Collar	コロマルの首輪	코로마루의 목걸이	虎狼丸的项圈	虎狼丸的項圈	Koromarus Halsband	Collar de Koromaru	Collier de Koromaru	Collare di Koromaru	Obroża Koromaru	Coleira do Koromaru	Ошейник Коромару	Koromaru'nun Tasması
Silver Key	銀色の鍵	은색 열쇠	银色的钥匙	銀色鑰匙	Silberschlüssel	Llave plateada	Clé en argent	Chiave d'argento	Srebrny klucz	Chave de Prata	Серебряный ключ	Gümüş Anahtar
Incomplete Form	書きかけの復学届	쓰다 만 복학 신청서	没写完的复学申请书	沒寫完的復學申請書	Unausgefülltes Formular	Formulario incompleto	Formulaire incomplet	Forma incompleta	Niewypełniony formularz	Ficha Incompleta	Незаполненная форма	Tamamlanmamış Form
Music Box	オルゴール	오르골	八音盒	音樂盒	Spieluhr	Caja de música	Boîte à musique	Carillon	Pozytywka	Caixa de Música	Музыкальная шкатулка	Müzik Kutusu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Fool Tarot	愚者のタロット	광대의 타로	愚者的塔罗牌	「愚者」塔羅牌	Tarotkarte Narr	Carta del Loco	Tarot du Mat	Tarocchi - Il Matto	Tarot – Głupiec	Carta do Louco	Карта аркана «Шут»	Joker Tarot Kartı
Magician Tarot	魔術師のタロット	마술사의 타로	魔术师的塔罗牌	「魔術師」塔羅牌	Tarotkarte Magier	Carta del Mago	Tarot du Bateleur	Tarocchi - Il Mago	Tarot – Kuglarz	Carta do Mago	Карта аркана «Маг»	Büyücü Tarot Kartı
High Priestess Tarot	女教皇のタロット	여법황의 타로	女教皇的塔罗牌	「女教皇」塔羅牌	Tarotkarte Hohepriesterin	Carta de la Sacerdotisa	Tarot de la Papesse	Tarocchi - La Papessa	Tarot – Kapłanka	Carta da Sacerdotisa	Карта аркана «Верховная жрица»	Azize Tarot Kartı
Empress Tarot	女帝のタロット	여황제의 타로	女皇的塔罗牌	「女皇」塔羅牌	Tarotkarte Herrscherin	Carta de la Emperatriz	Tarot de l'Impératrice	Tarocchi - L'Imperatrice	Tarot – Cesarzowa	Carta da Imperatriz	Карта аркана «Императрица»	İmparatoriçe Tarot Kartı
Emperor Tarot	皇帝のタロット	황제의 타로	皇帝的塔罗牌	「皇帝」塔羅牌	Tarotkarte Herrscher	Carta del Emperador	Tarot de l'Empereur	Tarocchi - L'Imperatore	Tarot – Cesarz	Carta do Imperador	Карта аркана «Император»	İmparator Tarot Kartı
Hierophant Tarot	法王のタロット	법황의 타로	教皇的塔罗牌	「教皇」塔羅牌	Tarotkarte Hierophant	Carta del Hierofante	Tarot du Pape	Tarocchi - Lo Ierofante	Tarot – Kapłan	Carta do Hierofante	Карта аркана «Верховный жрец»	Aziz Tarot Kartı
Lovers Tarot	恋愛のタロット	연인의 타로	恋爱的塔罗牌	「戀愛」塔羅牌	Tarotkarte Liebende	Carta de los Amantes	Tarot de l'Amoureux	Tarocchi - Gli Amanti	Tarot – Kochankowie	Carta dos Enamorados	Карта аркана «Влюбленные»	Aşıklar Tarot Kartı
Chariot Tarot	戦車のタロット	전차의 타로	战车的塔罗牌	「戰車」塔羅牌	Tarotkarte Wagen	Carta del Carro	Tarot du Chariot	Tarocchi - Il Carro	Tarot – Rydwan	Carta do Carro	Карта аркана «Колесница»	Araba Tarot Kartı
Justice Tarot	正義のタロット	정의의 타로	正义的塔罗牌	「正義」塔羅牌	Tarotkarte Gerechtigkeit	Carta de la Justicia	Tarot de la Justice	Tarocchi - La Giustizia	Tarot – Sprawiedliwość	Carta da Justiça	Карта аркана «Правосудие»	Adalet Tarot Kartı
Hermit Tarot	隠者のタロット	은둔자의 타로	隐者的塔罗牌	「隱士」塔羅牌	Tarotkarte Eremit	Carta del Ermitaño	Tarot de l'Hermite	Tarocchi - L'Eremita	Tarot – Eremita	Carta do Eremita	Карта аркана «Отшельник»	Ermiş Tarot Kartı
Fortune Tarot	運命のタロット	운명의 타로	命运的塔罗牌	「命運」塔羅牌	Tarotkarte Fortuna	Carta de la Fortuna	Tarot de la Fortune	Tarocchi - La Fortuna	Tarot – Koło Fortuny	Carta da Fortuna	Карта аркана «Колесо Фортуны»	Kader Çarkı Tarot Kartı
Strength Tarot	剛毅のタロット	힘의 타로	力量的塔罗牌	「力量」塔羅牌	Tarotkarte Stärke	Carta de la Fuerza	Tarot de la Force	Tarocchi - La Forza	Tarot – Siła	Carta da Força	Карта аркана «Сила»	Güç Tarot Kartı
Hanged Man Tarot	刑死者のタロット	사형수의 타로	倒悬者的塔罗牌	「倒懸者」塔羅牌	Tarotkarte Gehängter	Carta del Ahorcado	Tarot du Pendu	Tarocchi - L'Appeso	Tarot – Wisielec	Carta do Enforcado	Карта аркана «Повешенный»	Asılan Adam Tarot Kartı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
