id	en	jp	cn	tw	ko	gr	es	fr	it
ITEMMEALNAME_28	Fruitful Hawaiian	豊穣のハワイアン	丰饶之夏威夷披萨	豐收夏威夷披薩	풍요의 하와이안	Fruchtige Hawaii	Cerdo fructífero	Hawaïen fruité	Maiale in agrodolce
ITEMMEALNAME_29	Lucky Draw Chinese Bao	当たりつき中華まん	彩头包子	中獎包子	복불복 만두	Glück-Teigtasche	Bao de la suerte	Bao vapeur surprise	Bao cinesi fortunati
ITEMMEALNAME_30	Promise Mille-feuille	約束のミルフィーユ	约定之千层派	約定法式千層酥	약속의 밀푀유	Millefeuille	Milhojas de promesas	Mille-feuille cadeau	Promessa millefoglie
ITEMMEALNAME_31	Admiration City Plate	憧れの都会プレート	憧憬之都市拼盘	夢想都市鐵板料理	꿈의 도시 플레이트	Bewunderungsteller	Ración de admiración	Assiette festive	Pasto commemorativo
ITEMMEALNAME_32	Sancho's Sweet Potato	サンチョの焼きいも	桑丘的烤红薯	桑丘的烤地瓜	산초의 군고구마	Sanchos Süßkartoffel	Batata de Sancho	Patate rôtie Sancho	Patate Sancho
ITEMMEALNAME_33	食べ物033	食べ物033	食物033	食物033	MEAL 033	食べ物033	食べ物033	食べ物033	食べ物033
ITEMMEALNAME_34	食べ物034	食べ物034	食物034	食物034	MEAL 034	食べ物034	食べ物034	食べ物034	食べ物034
ITEMMEALNAME_35	食べ物035	食べ物035	食物035	食物035	MEAL 035	食べ物035	食べ物035	食べ物035	食べ物035
ITEMMEALNAME_36	食べ物036	食べ物036	食物036	食物036	MEAL 036	食べ物036	食べ物036	食べ物036	食べ物036
ITEMMEALNAME_37	食べ物037	食べ物037	食物037	食物037	MEAL 037	食べ物037	食べ物037	食べ物037	食べ物037
ITEMMEALNAME_38	食べ物038	食べ物038	食物038	食物038	MEAL 038	食べ物038	食べ物038	食べ物038	食べ物038
ITEMMEALNAME_39	食べ物039	食べ物039	食物039	食物039	MEAL 039	食べ物039	食べ物039	食べ物039	食べ物039
ITEMMEALNAME_40	食べ物040	食べ物040	食物040	食物040	MEAL 040	食べ物040	食べ物040	食べ物040	食べ物040
ITEMMEALNAME_41	食べ物041	食べ物041	食物041	食物041	MEAL 041	食べ物041	食べ物041	食べ物041	食べ物041
ITEMMEALNAME_42	食べ物042	食べ物042	食物042	食物042	MEAL 042	食べ物042	食べ物042	食べ物042	食べ物042
ITEMMEALNAME_43	食べ物043	食べ物043	食物043	食物043	MEAL 043	食べ物043	食べ物043	食べ物043	食べ物043
ITEMMEALNAME_44	食べ物044	食べ物044	食物044	食物044	MEAL 044	食べ物044	食べ物044	食べ物044	食べ物044
ITEMMEALNAME_45	食べ物045	食べ物045	食物045	食物045	MEAL 045	食べ物045	食べ物045	食べ物045	食べ物045
ITEMMEALNAME_46	食べ物046	食べ物046	食物046	食物046	MEAL 046	食べ物046	食べ物046	食べ物046	食べ物046
ITEMMEALNAME_47	食べ物047	食べ物047	食物047	食物047	MEAL 047	食べ物047	食べ物047	食べ物047	食べ物047
ITEMMEALNAME_48	食べ物048	食べ物048	食物048	食物048	MEAL 048	食べ物048	食べ物048	食べ物048	食べ物048
ITEMMEALNAME_49	食べ物049	食べ物049	食物049	食物049	MEAL 049	食べ物049	食べ物049	食べ物049	食べ物049
ITEMMEALNAME_50	食べ物050	食べ物050	食物050	食物050	MEAL 050	食べ物050	食べ物050	食べ物050	食べ物050
ITEMMEALNAME_51	食べ物051	食べ物051	食物051	食物051	MEAL 051	食べ物051	食べ物051	食べ物051	食べ物051
ITEMMEALNAME_52	食べ物052	食べ物052	食物052	食物052	MEAL 052	食べ物052	食べ物052	食べ物052	食べ物052
ITEMMEALNAME_53	食べ物053	食べ物053	食物053	食物053	MEAL 053	食べ物053	食べ物053	食べ物053	食べ物053
ITEMMEALNAME_54	食べ物054	食べ物054	食物054	食物054	MEAL 054	食べ物054	食べ物054	食べ物054	食べ物054
ITEMMEALNAME_55	食べ物055	食べ物055	食物055	食物055	MEAL 055	食べ物055	食べ物055	食べ物055	食べ物055
ITEMMEALNAME_56	食べ物056	食べ物056	食物056	食物056	MEAL 056	食べ物056	食べ物056	食べ物056	食べ物056
ITEMMEALNAME_57	食べ物057	食べ物057	食物057	食物057	MEAL 057	食べ物057	食べ物057	食べ物057	食べ物057
ITEMMEALNAME_58	食べ物058	食べ物058	食物058	食物058	MEAL 058	食べ物058	食べ物058	食べ物058	食べ物058
ITEMMEALNAME_59	食べ物059	食べ物059	食物059	食物059	MEAL 059	食べ物059	食べ物059	食べ物059	食べ物059
ITEMMEALNAME_60	食べ物060	食べ物060	食物060	食物060	MEAL 060	食べ物060	食べ物060	食べ物060	食べ物060
ITEMMEALNAME_61	食べ物061	食べ物061	食物061	食物061	MEAL 061	食べ物061	食べ物061	食べ物061	食べ物061
ITEMMEALNAME_62	食べ物062	食べ物062	食物062	食物062	MEAL 062	食べ物062	食べ物062	食べ物062	食べ物062
ITEMMEALNAME_63	食べ物063	食べ物063	食物063	食物063	MEAL 063	食べ物063	食べ物063	食べ物063	食べ物063
ITEMMEALNAME_64	食べ物064	食べ物064	食物064	食物064	MEAL 064	食べ物064	食べ物064	食べ物064	食べ物064
ITEMMEALNAME_65	食べ物065	食べ物065	食物065	食物065	MEAL 065	食べ物065	食べ物065	食べ物065	食べ物065
ITEMMEALNAME_66	食べ物066	食べ物066	食物066	食物066	MEAL 066	食べ物066	食べ物066	食べ物066	食べ物066
ITEMMEALNAME_67	食べ物067	食べ物067	食物067	食物067	MEAL 067	食べ物067	食べ物067	食べ物067	食べ物067
ITEMMEALNAME_68	食べ物068	食べ物068	食物068	食物068	MEAL 068	食べ物068	食べ物068	食べ物068	食べ物068
ITEMMEALNAME_69	食べ物069	食べ物069	食物069	食物069	MEAL 069	食べ物069	食べ物069	食べ物069	食べ物069
ITEMMEALNAME_70	食べ物070	食べ物070	食物070	食物070	MEAL 070	食べ物070	食べ物070	食べ物070	食べ物070
ITEMMEALNAME_71	食べ物071	食べ物071	食物071	食物071	MEAL 071	食べ物071	食べ物071	食べ物071	食べ物071
ITEMMEALNAME_72	食べ物072	食べ物072	食物072	食物072	MEAL 072	食べ物072	食べ物072	食べ物072	食べ物072
ITEMMEALNAME_73	食べ物073	食べ物073	食物073	食物073	MEAL 073	食べ物073	食べ物073	食べ物073	食べ物073
ITEMMEALNAME_74	食べ物074	食べ物074	食物074	食物074	MEAL 074	食べ物074	食べ物074	食べ物074	食べ物074
ITEMMEALNAME_75	食べ物075	食べ物075	食物075	食物075	MEAL 075	食べ物075	食べ物075	食べ物075	食べ物075
ITEMMEALNAME_76	食べ物076	食べ物076	食物076	食物076	MEAL 076	食べ物076	食べ物076	食べ物076	食べ物076
ITEMMEALNAME_77	食べ物077	食べ物077	食物077	食物077	MEAL 077	食べ物077	食べ物077	食べ物077	食べ物077
ITEMMEALNAME_78	食べ物078	食べ物078	食物078	食物078	MEAL 078	食べ物078	食べ物078	食べ物078	食べ物078
ITEMMEALNAME_79	食べ物079	食べ物079	食物079	食物079	MEAL 079	食べ物079	食べ物079	食べ物079	食べ物079
ITEMMEALNAME_80	食べ物080	食べ物080	食物080	食物080	MEAL 080	食べ物080	食べ物080	食べ物080	食べ物080
ITEMMEALNAME_81	食べ物081	食べ物081	食物081	食物081	MEAL 081	食べ物081	食べ物081	食べ物081	食べ物081
ITEMMEALNAME_82	食べ物082	食べ物082	食物082	食物082	MEAL 082	食べ物082	食べ物082	食べ物082	食べ物082
ITEMMEALNAME_83	食べ物083	食べ物083	食物083	食物083	MEAL 083	食べ物083	食べ物083	食べ物083	食べ物083
ITEMMEALNAME_84	食べ物084	食べ物084	食物084	食物084	MEAL 084	食べ物084	食べ物084	食べ物084	食べ物084
ITEMMEALNAME_85	食べ物085	食べ物085	食物085	食物085	MEAL 085	食べ物085	食べ物085	食べ物085	食べ物085
ITEMMEALNAME_86	食べ物086	食べ物086	食物086	食物086	MEAL 086	食べ物086	食べ物086	食べ物086	食べ物086
ITEMMEALNAME_87	食べ物087	食べ物087	食物087	食物087	MEAL 087	食べ物087	食べ物087	食べ物087	食べ物087
ITEMMEALNAME_88	食べ物088	食べ物088	食物088	食物088	MEAL 088	食べ物088	食べ物088	食べ物088	食べ物088
ITEMMEALNAME_89	食べ物089	食べ物089	食物089	食物089	MEAL 089	食べ物089	食べ物089	食べ物089	食べ物089
ITEMMEALNAME_90	食べ物090	食べ物090	食物090	食物090	MEAL 090	食べ物090	食べ物090	食べ物090	食べ物090
ITEMMEALNAME_91	食べ物091	食べ物091	食物091	食物091	MEAL 091	食べ物091	食べ物091	食べ物091	食べ物091
ITEMMEALNAME_92	食べ物092	食べ物092	食物092	食物092	MEAL 092	食べ物092	食べ物092	食べ物092	食べ物092
ITEMMEALNAME_93	食べ物093	食べ物093	食物093	食物093	MEAL 093	食べ物093	食べ物093	食べ物093	食べ物093
ITEMMEALNAME_94	食べ物094	食べ物094	食物094	食物094	MEAL 094	食べ物094	食べ物094	食べ物094	食べ物094
ITEMMEALNAME_95	食べ物095	食べ物095	食物095	食物095	MEAL 095	食べ物095	食べ物095	食べ物095	食べ物095
ITEMMEALNAME_96	食べ物096	食べ物096	食物096	食物096	MEAL 096	食べ物096	食べ物096	食べ物096	食べ物096
ITEMMEALNAME_97	食べ物097	食べ物097	食物097	食物097	MEAL 097	食べ物097	食べ物097	食べ物097	食べ物097
ITEMMEALNAME_98	食べ物098	食べ物098	食物098	食物098	MEAL 098	食べ物098	食べ物098	食べ物098	食べ物098
ITEMMEALNAME_99	食べ物099	食べ物099	食物099	食物099	MEAL 099	食べ物099	食べ物099	食べ物099	食べ物099
